assetId,folder,ownerSide,ownerType,level,scenario,displayName,description,engageEnemiesWeight,unityCompatibility,generatorNote
ally_behaviour_science_L06_normal,Assets/_Project/Content/Configs/Population/NpcBehaviourScenarios/Ally/Science,Ally,Science,6,Normal,Ally Science L06 Normal,Science L06: обычное состояние.,0,CurrentUnityCompatible,One AssetConfig row maps to one NpcBehaviourScenarioConfig asset.
ally_behaviour_science_L06_enemy_invasion,Assets/_Project/Content/Configs/Population/NpcBehaviourScenarios/Ally/Science,Ally,Science,6,EnemyInvasion,Ally Science L06 EnemyInvasion,Science L06: враги атакуют нашу систему.,0,CurrentUnityCompatible,One AssetConfig row maps to one NpcBehaviourScenarioConfig asset.
ally_behaviour_science_L07_normal,Assets/_Project/Content/Configs/Population/NpcBehaviourScenarios/Ally/Science,Ally,Science,7,Normal,Ally Science L07 Normal,Science L07: обычное состояние.,0,CurrentUnityCompatible,One AssetConfig row maps to one NpcBehaviourScenarioConfig asset.
ally_behaviour_science_L07_enemy_invasion,Assets/_Project/Content/Configs/Population/NpcBehaviourScenarios/Ally/Science,Ally,Science,7,EnemyInvasion,Ally Science L07 EnemyInvasion,Science L07: враги атакуют нашу систему.,0,CurrentUnityCompatible,One AssetConfig row maps to one NpcBehaviourScenarioConfig asset.
ally_behaviour_science_L08_normal,Assets/_Project/Content/Configs/Population/NpcBehaviourScenarios/Ally/Science,Ally,Science,8,Normal,Ally Science L08 Normal,Science L08: обычное состояние.,0,CurrentUnityCompatible,One AssetConfig row maps to one NpcBehaviourScenarioConfig asset.
ally_behaviour_science_L08_enemy_invasion,Assets/_Project/Content/Configs/Population/NpcBehaviourScenarios/Ally/Science,Ally,Science,8,EnemyInvasion,Ally Science L08 EnemyInvasion,Science L08: враги атакуют нашу систему.,0,CurrentUnityCompatible,One AssetConfig row maps to one NpcBehaviourScenarioConfig asset.
ally_behaviour_science_L09_normal,Assets/_Project/Content/Configs/Population/NpcBehaviourScenarios/Ally/Science,Ally,Science,9,Normal,Ally Science L09 Normal,Science L09: обычное состояние.,0,CurrentUnityCompatible,One AssetConfig row maps to one NpcBehaviourScenarioConfig asset.
ally_behaviour_science_L09_enemy_invasion,Assets/_Project/Content/Configs/Population/NpcBehaviourScenarios/Ally/Science,Ally,Science,9,EnemyInvasion,Ally Science L09 EnemyInvasion,Science L09: враги атакуют нашу систему.,0,CurrentUnityCompatible,One AssetConfig row maps to one NpcBehaviourScenarioConfig asset.
ally_behaviour_science_L10_normal,Assets/_Project/Content/Configs/Population/NpcBehaviourScenarios/Ally/Science,Ally,Science,10,Normal,Ally Science L10 Normal,Science L10: обычное состояние.,0,CurrentUnityCompatible,One AssetConfig row maps to one NpcBehaviourScenarioConfig asset.
ally_behaviour_science_L10_enemy_invasion,Assets/_Project/Content/Configs/Population/NpcBehaviourScenarios/Ally/Science,Ally,Science,10,EnemyInvasion,Ally Science L10 EnemyInvasion,Science L10: враги атакуют нашу систему.,0,CurrentUnityCompatible,One AssetConfig row maps to one NpcBehaviourScenarioConfig asset.
ally_behaviour_medic_L01_normal,Assets/_Project/Content/Configs/Population/NpcBehaviourScenarios/Ally/Medic,Ally,Medic,1,Normal,Ally Medic L01 Normal,Medic L01: обычное состояние.,0,CurrentUnityCompatible,One AssetConfig row maps to one NpcBehaviourScenarioConfig asset.
ally_behaviour_medic_L01_enemy_invasion,Assets/_Project/Content/Configs/Population/NpcBehaviourScenarios/Ally/Medic,Ally,Medic,1,EnemyInvasion,Ally Medic L01 EnemyInvasion,Medic L01: враги атакуют нашу систему.,0,CurrentUnityCompatible,One AssetConfig row maps to one NpcBehaviourScenarioConfig asset.
ally_behaviour_medic_L02_normal,Assets/_Project/Content/Configs/Population/NpcBehaviourScenarios/Ally/Medic,Ally,Medic,2,Normal,Ally Medic L02 Normal,Medic L02: обычное состояние.,0,CurrentUnityCompatible,One AssetConfig row maps to one NpcBehaviourScenarioConfig asset.
ally_behaviour_medic_L02_enemy_invasion,Assets/_Project/Content/Configs/Population/NpcBehaviourScenarios/Ally/Medic,Ally,Medic,2,EnemyInvasion,Ally Medic L02 EnemyInvasion,Medic L02: враги атакуют нашу систему.,0,CurrentUnityCompatible,One AssetConfig row maps to one NpcBehaviourScenarioConfig asset.
ally_behaviour_medic_L03_normal,Assets/_Project/Content/Configs/Population/NpcBehaviourScenarios/Ally/Medic,Ally,Medic,3,Normal,Ally Medic L03 Normal,Medic L03: обычное состояние.,0,CurrentUnityCompatible,One AssetConfig row maps to one NpcBehaviourScenarioConfig asset.
ally_behaviour_medic_L03_enemy_invasion,Assets/_Project/Content/Configs/Population/NpcBehaviourScenarios/Ally/Medic,Ally,Medic,3,EnemyInvasion,Ally Medic L03 EnemyInvasion,Medic L03: враги атакуют нашу систему.,0,CurrentUnityCompatible,One AssetConfig row maps to one NpcBehaviourScenarioConfig asset.
ally_behaviour_medic_L04_normal,Assets/_Project/Content/Configs/Population/NpcBehaviourScenarios/Ally/Medic,Ally,Medic,4,Normal,Ally Medic L04 Normal,Medic L04: обычное состояние.,0,CurrentUnityCompatible,One AssetConfig row maps to one NpcBehaviourScenarioConfig asset.
ally_behaviour_medic_L04_enemy_invasion,Assets/_Project/Content/Configs/Population/NpcBehaviourScenarios/Ally/Medic,Ally,Medic,4,EnemyInvasion,Ally Medic L04 EnemyInvasion,Medic L04: враги атакуют нашу систему.,0,CurrentUnityCompatible,One AssetConfig row maps to one NpcBehaviourScenarioConfig asset.
ally_behaviour_medic_L05_normal,Assets/_Project/Content/Configs/Population/NpcBehaviourScenarios/Ally/Medic,Ally,Medic,5,Normal,Ally Medic L05 Normal,Medic L05: обычное состояние.,0,CurrentUnityCompatible,One AssetConfig row maps to one NpcBehaviourScenarioConfig asset.
ally_behaviour_medic_L05_enemy_invasion,Assets/_Project/Content/Configs/Population/NpcBehaviourScenarios/Ally/Medic,Ally,Medic,5,EnemyInvasion,Ally Medic L05 EnemyInvasion,Medic L05: враги атакуют нашу систему.,0,CurrentUnityCompatible,One AssetConfig row maps to one NpcBehaviourScenarioConfig asset.
ally_behaviour_medic_L06_normal,Assets/_Project/Content/Configs/Population/NpcBehaviourScenarios/Ally/Medic,Ally,Medic,6,Normal,Ally Medic L06 Normal,Medic L06: обычное состояние.,0,CurrentUnityCompatible,One AssetConfig row maps to one NpcBehaviourScenarioConfig asset.
ally_behaviour_medic_L06_enemy_invasion,Assets/_Project/Content/Configs/Population/NpcBehaviourScenarios/Ally/Medic,Ally,Medic,6,EnemyInvasion,Ally Medic L06 EnemyInvasion,Medic L06: враги атакуют нашу систему.,0,CurrentUnityCompatible,One AssetConfig row maps to one NpcBehaviourScenarioConfig asset.
ally_behaviour_medic_L07_normal,Assets/_Project/Content/Configs/Population/NpcBehaviourScenarios/Ally/Medic,Ally,Medic,7,Normal,Ally Medic L07 Normal,Medic L07: обычное состояние.,0,CurrentUnityCompatible,One AssetConfig row maps to one NpcBehaviourScenarioConfig asset.
ally_behaviour_medic_L07_enemy_invasion,Assets/_Project/Content/Configs/Population/NpcBehaviourScenarios/Ally/Medic,Ally,Medic,7,EnemyInvasion,Ally Medic L07 EnemyInvasion,Medic L07: враги атакуют нашу систему.,0,CurrentUnityCompatible,One AssetConfig row maps to one NpcBehaviourScenarioConfig asset.
ally_behaviour_medic_L08_normal,Assets/_Project/Content/Configs/Population/NpcBehaviourScenarios/Ally/Medic,Ally,Medic,8,Normal,Ally Medic L08 Normal,Medic L08: обычное состояние.,0,CurrentUnityCompatible,One AssetConfig row maps to one NpcBehaviourScenarioConfig asset.
ally_behaviour_medic_L08_enemy_invasion,Assets/_Project/Content/Configs/Population/NpcBehaviourScenarios/Ally/Medic,Ally,Medic,8,EnemyInvasion,Ally Medic L08 EnemyInvasion,Medic L08: враги атакуют нашу систему.,0,CurrentUnityCompatible,One AssetConfig row maps to one NpcBehaviourScenarioConfig asset.
ally_behaviour_medic_L09_normal,Assets/_Project/Content/Configs/Population/NpcBehaviourScenarios/Ally/Medic,Ally,Medic,9,Normal,Ally Medic L09 Normal,Medic L09: обычное состояние.,0,CurrentUnityCompatible,One AssetConfig row maps to one NpcBehaviourScenarioConfig asset.
ally_behaviour_medic_L09_enemy_invasion,Assets/_Project/Content/Configs/Population/NpcBehaviourScenarios/Ally/Medic,Ally,Medic,9,EnemyInvasion,Ally Medic L09 EnemyInvasion,Medic L09: враги атакуют нашу систему.,0,CurrentUnityCompatible,One AssetConfig row maps to one NpcBehaviourScenarioConfig asset.
ally_behaviour_medic_L10_normal,Assets/_Project/Content/Configs/Population/NpcBehaviourScenarios/Ally/Medic,Ally,Medic,10,Normal,Ally Medic L10 Normal,Medic L10: обычное состояние.,0,CurrentUnityCompatible,One AssetConfig row maps to one NpcBehaviourScenarioConfig asset.
ally_behaviour_medic_L10_enemy_invasion,Assets/_Project/Content/Configs/Population/NpcBehaviourScenarios/Ally/Medic,Ally,Medic,10,EnemyInvasion,Ally Medic L10 EnemyInvasion,Medic L10: враги атакуют нашу систему.,0,CurrentUnityCompatible,One AssetConfig row maps to one NpcBehaviourScenarioConfig asset.
enemy_behaviour_ai_L01_normal,Assets/_Project/Content/Configs/Population/NpcBehaviourScenarios/Enemy/AI,Enemy,AI,1,Normal,Enemy AI L01 Normal,AI L01: обычное состояние.,0,CurrentUnityCompatible,One AssetConfig row maps to one NpcBehaviourScenarioConfig asset.
enemy_behaviour_ai_L01_enemy_invasion,Assets/_Project/Content/Configs/Population/NpcBehaviourScenarios/Enemy/AI,Enemy,AI,1,EnemyInvasion,Enemy AI L01 EnemyInvasion,AI L01: враги атакуют нашу систему.,40,FutureEnumRequired,One AssetConfig row maps to one NpcBehaviourScenarioConfig asset.
enemy_behaviour_ai_L01_enemy_system_invasion,Assets/_Project/Content/Configs/Population/NpcBehaviourScenarios/Enemy/AI,Enemy,AI,1,EnemySystemInvasion,Enemy AI L01 EnemySystemInvasion,AI L01: мы атакуем систему врагов.,100,CurrentUnityCompatible,One AssetConfig row maps to one NpcBehaviourScenarioConfig asset.
enemy_behaviour_ai_L02_normal,Assets/_Project/Content/Configs/Population/NpcBehaviourScenarios/Enemy/AI,Enemy,AI,2,Normal,Enemy AI L02 Normal,AI L02: обычное состояние.,0,CurrentUnityCompatible,One AssetConfig row maps to one NpcBehaviourScenarioConfig asset.
enemy_behaviour_ai_L02_enemy_invasion,Assets/_Project/Content/Configs/Population/NpcBehaviourScenarios/Enemy/AI,Enemy,AI,2,EnemyInvasion,Enemy AI L02 EnemyInvasion,AI L02: враги атакуют нашу систему.,40,FutureEnumRequired,One AssetConfig row maps to one NpcBehaviourScenarioConfig asset.
enemy_behaviour_ai_L02_enemy_system_invasion,Assets/_Project/Content/Configs/Population/NpcBehaviourScenarios/Enemy/AI,Enemy,AI,2,EnemySystemInvasion,Enemy AI L02 EnemySystemInvasion,AI L02: мы атакуем систему врагов.,100,CurrentUnityCompatible,One AssetConfig row maps to one NpcBehaviourScenarioConfig asset.
enemy_behaviour_ai_L03_normal,Assets/_Project/Content/Configs/Population/NpcBehaviourScenarios/Enemy/AI,Enemy,AI,3,Normal,Enemy AI L03 Normal,AI L03: обычное состояние.,0,CurrentUnityCompatible,One AssetConfig row maps to one NpcBehaviourScenarioConfig asset.
enemy_behaviour_ai_L03_enemy_invasion,Assets/_Project/Content/Configs/Population/NpcBehaviourScenarios/Enemy/AI,Enemy,AI,3,EnemyInvasion,Enemy AI L03 EnemyInvasion,AI L03: враги атакуют нашу систему.,41,FutureEnumRequired,One AssetConfig row maps to one NpcBehaviourScenarioConfig asset.
enemy_behaviour_ai_L03_enemy_system_invasion,Assets/_Project/Content/Configs/Population/NpcBehaviourScenarios/Enemy/AI,Enemy,AI,3,EnemySystemInvasion,Enemy AI L03 EnemySystemInvasion,AI L03: мы атакуем систему врагов.,100,CurrentUnityCompatible,One AssetConfig row maps to one NpcBehaviourScenarioConfig asset.
enemy_behaviour_ai_L04_normal,Assets/_Project/Content/Configs/Population/NpcBehaviourScenarios/Enemy/AI,Enemy,AI,4,Normal,Enemy AI L04 Normal,AI L04: обычное состояние.,0,CurrentUnityCompatible,One AssetConfig row maps to one NpcBehaviourScenarioConfig asset.
enemy_behaviour_ai_L04_enemy_invasion,Assets/_Project/Content/Configs/Population/NpcBehaviourScenarios/Enemy/AI,Enemy,AI,4,EnemyInvasion,Enemy AI L04 EnemyInvasion,AI L04: враги атакуют нашу систему.,41,FutureEnumRequired,One AssetConfig row maps to one NpcBehaviourScenarioConfig asset.
enemy_behaviour_ai_L04_enemy_system_invasion,Assets/_Project/Content/Configs/Population/NpcBehaviourScenarios/Enemy/AI,Enemy,AI,4,EnemySystemInvasion,Enemy AI L04 EnemySystemInvasion,AI L04: мы атакуем систему врагов.,100,CurrentUnityCompatible,One AssetConfig row maps to one NpcBehaviourScenarioConfig asset.
enemy_behaviour_ai_L05_normal,Assets/_Project/Content/Configs/Population/NpcBehaviourScenarios/Enemy/AI,Enemy,AI,5,Normal,Enemy AI L05 Normal,AI L05: обычное состояние.,0,CurrentUnityCompatible,One AssetConfig row maps to one NpcBehaviourScenarioConfig asset.
enemy_behaviour_ai_L05_enemy_invasion,Assets/_Project/Content/Configs/Population/NpcBehaviourScenarios/Enemy/AI,Enemy,AI,5,EnemyInvasion,Enemy AI L05 EnemyInvasion,AI L05: враги атакуют нашу систему.,42,FutureEnumRequired,One AssetConfig row maps to one NpcBehaviourScenarioConfig asset.
enemy_behaviour_ai_L05_enemy_system_invasion,Assets/_Project/Content/Configs/Population/NpcBehaviourScenarios/Enemy/AI,Enemy,AI,5,EnemySystemInvasion,Enemy AI L05 EnemySystemInvasion,AI L05: мы атакуем систему врагов.,100,CurrentUnityCompatible,One AssetConfig row maps to one NpcBehaviourScenarioConfig asset.
enemy_behaviour_ai_L06_normal,Assets/_Project/Content/Configs/Population/NpcBehaviourScenarios/Enemy/AI,Enemy,AI,6,Normal,Enemy AI L06 Normal,AI L06: обычное состояние.,0,CurrentUnityCompatible,One AssetConfig row maps to one NpcBehaviourScenarioConfig asset.
enemy_behaviour_ai_L06_enemy_invasion,Assets/_Project/Content/Configs/Population/NpcBehaviourScenarios/Enemy/AI,Enemy,AI,6,EnemyInvasion,Enemy AI L06 EnemyInvasion,AI L06: враги атакуют нашу систему.,42,FutureEnumRequired,One AssetConfig row maps to one NpcBehaviourScenarioConfig asset.
enemy_behaviour_ai_L06_enemy_system_invasion,Assets/_Project/Content/Configs/Population/NpcBehaviourScenarios/Enemy/AI,Enemy,AI,6,EnemySystemInvasion,Enemy AI L06 EnemySystemInvasion,AI L06: мы атакуем систему врагов.,100,CurrentUnityCompatible,One AssetConfig row maps to one NpcBehaviourScenarioConfig asset.
enemy_behaviour_ai_L07_normal,Assets/_Project/Content/Configs/Population/NpcBehaviourScenarios/Enemy/AI,Enemy,AI,7,Normal,Enemy AI L07 Normal,AI L07: обычное состояние.,0,CurrentUnityCompatible,One AssetConfig row maps to one NpcBehaviourScenarioConfig asset.
enemy_behaviour_ai_L07_enemy_invasion,Assets/_Project/Content/Configs/Population/NpcBehaviourScenarios/Enemy/AI,Enemy,AI,7,EnemyInvasion,Enemy AI L07 EnemyInvasion,AI L07: враги атакуют нашу систему.,43,FutureEnumRequired,One AssetConfig row maps to one NpcBehaviourScenarioConfig asset.
enemy_behaviour_ai_L07_enemy_system_invasion,Assets/_Project/Content/Configs/Population/NpcBehaviourScenarios/Enemy/AI,Enemy,AI,7,EnemySystemInvasion,Enemy AI L07 EnemySystemInvasion,AI L07: мы атакуем систему врагов.,100,CurrentUnityCompatible,One AssetConfig row maps to one NpcBehaviourScenarioConfig asset.
enemy_behaviour_ai_L08_normal,Assets/_Project/Content/Configs/Population/NpcBehaviourScenarios/Enemy/AI,Enemy,AI,8,Normal,Enemy AI L08 Normal,AI L08: обычное состояние.,0,CurrentUnityCompatible,One AssetConfig row maps to one NpcBehaviourScenarioConfig asset.
enemy_behaviour_ai_L08_enemy_invasion,Assets/_Project/Content/Configs/Population/NpcBehaviourScenarios/Enemy/AI,Enemy,AI,8,EnemyInvasion,Enemy AI L08 EnemyInvasion,AI L08: враги атакуют нашу систему.,43,FutureEnumRequired,One AssetConfig row maps to one NpcBehaviourScenarioConfig asset.
enemy_behaviour_ai_L08_enemy_system_invasion,Assets/_Project/Content/Configs/Population/NpcBehaviourScenarios/Enemy/AI,Enemy,AI,8,EnemySystemInvasion,Enemy AI L08 EnemySystemInvasion,AI L08: мы атакуем систему врагов.,100,CurrentUnityCompatible,One AssetConfig row maps to one NpcBehaviourScenarioConfig asset.
enemy_behaviour_ai_L09_normal,Assets/_Project/Content/Configs/Population/NpcBehaviourScenarios/Enemy/AI,Enemy,AI,9,Normal,Enemy AI L09 Normal,AI L09: обычное состояние.,0,CurrentUnityCompatible,One AssetConfig row maps to one NpcBehaviourScenarioConfig asset.
enemy_behaviour_ai_L09_enemy_invasion,Assets/_Project/Content/Configs/Population/NpcBehaviourScenarios/Enemy/AI,Enemy,AI,9,EnemyInvasion,Enemy AI L09 EnemyInvasion,AI L09: враги атакуют нашу систему.,44,FutureEnumRequired,One AssetConfig row maps to one NpcBehaviourScenarioConfig asset.
enemy_behaviour_ai_L09_enemy_system_invasion,Assets/_Project/Content/Configs/Population/NpcBehaviourScenarios/Enemy/AI,Enemy,AI,9,EnemySystemInvasion,Enemy AI L09 EnemySystemInvasion,AI L09: мы атакуем систему врагов.,100,CurrentUnityCompatible,One AssetConfig row maps to one NpcBehaviourScenarioConfig asset.
enemy_behaviour_ai_L10_normal,Assets/_Project/Content/Configs/Population/NpcBehaviourScenarios/Enemy/AI,Enemy,AI,10,Normal,Enemy AI L10 Normal,AI L10: обычное состояние.,0,CurrentUnityCompatible,One AssetConfig row maps to one NpcBehaviourScenarioConfig asset.
enemy_behaviour_ai_L10_enemy_invasion,Assets/_Project/Content/Configs/Population/NpcBehaviourScenarios/Enemy/AI,Enemy,AI,10,EnemyInvasion,Enemy AI L10 EnemyInvasion,AI L10: враги атакуют нашу систему.,44,FutureEnumRequired,One AssetConfig row maps to one NpcBehaviourScenarioConfig asset.
enemy_behaviour_ai_L10_enemy_system_invasion,Assets/_Project/Content/Configs/Population/NpcBehaviourScenarios/Enemy/AI,Enemy,AI,10,EnemySystemInvasion,Enemy AI L10 EnemySystemInvasion,AI L10: мы атакуем систему врагов.,100,CurrentUnityCompatible,One AssetConfig row maps to one NpcBehaviourScenarioConfig asset.
enemy_behaviour_ancients_L01_normal,Assets/_Project/Content/Configs/Population/NpcBehaviourScenarios/Enemy/Ancients,Enemy,Ancients,1,Normal,Enemy Ancients L01 Normal,Ancients L01: обычное состояние.,0,CurrentUnityCompatible,One AssetConfig row maps to one NpcBehaviourScenarioConfig asset.
enemy_behaviour_ancients_L01_enemy_invasion,Assets/_Project/Content/Configs/Population/NpcBehaviourScenarios/Enemy/Ancients,Enemy,Ancients,1,EnemyInvasion,Enemy Ancients L01 EnemyInvasion,Ancients L01: враги атакуют нашу систему.,40,FutureEnumRequired,One AssetConfig row maps to one NpcBehaviourScenarioConfig asset.
enemy_behaviour_ancients_L01_enemy_system_invasion,Assets/_Project/Content/Configs/Population/NpcBehaviourScenarios/Enemy/Ancients,Enemy,Ancients,1,EnemySystemInvasion,Enemy Ancients L01 EnemySystemInvasion,Ancients L01: мы атакуем систему врагов.,100,CurrentUnityCompatible,One AssetConfig row maps to one NpcBehaviourScenarioConfig asset.
enemy_behaviour_ancients_L02_normal,Assets/_Project/Content/Configs/Population/NpcBehaviourScenarios/Enemy/Ancients,Enemy,Ancients,2,Normal,Enemy Ancients L02 Normal,Ancients L02: обычное состояние.,0,CurrentUnityCompatible,One AssetConfig row maps to one NpcBehaviourScenarioConfig asset.
enemy_behaviour_ancients_L02_enemy_invasion,Assets/_Project/Content/Configs/Population/NpcBehaviourScenarios/Enemy/Ancients,Enemy,Ancients,2,EnemyInvasion,Enemy Ancients L02 EnemyInvasion,Ancients L02: враги атакуют нашу систему.,40,FutureEnumRequired,One AssetConfig row maps to one NpcBehaviourScenarioConfig asset.
enemy_behaviour_ancients_L02_enemy_system_invasion,Assets/_Project/Content/Configs/Population/NpcBehaviourScenarios/Enemy/Ancients,Enemy,Ancients,2,EnemySystemInvasion,Enemy Ancients L02 EnemySystemInvasion,Ancients L02: мы атакуем систему врагов.,100,CurrentUnityCompatible,One AssetConfig row maps to one NpcBehaviourScenarioConfig asset.
enemy_behaviour_ancients_L03_normal,Assets/_Project/Content/Configs/Population/NpcBehaviourScenarios/Enemy/Ancients,Enemy,Ancients,3,Normal,Enemy Ancients L03 Normal,Ancients L03: обычное состояние.,0,CurrentUnityCompatible,One AssetConfig row maps to one NpcBehaviourScenarioConfig asset.
enemy_behaviour_ancients_L03_enemy_invasion,Assets/_Project/Content/Configs/Population/NpcBehaviourScenarios/Enemy/Ancients,Enemy,Ancients,3,EnemyInvasion,Enemy Ancients L03 EnemyInvasion,Ancients L03: враги атакуют нашу систему.,41,FutureEnumRequired,One AssetConfig row maps to one NpcBehaviourScenarioConfig asset.
enemy_behaviour_ancients_L03_enemy_system_invasion,Assets/_Project/Content/Configs/Population/NpcBehaviourScenarios/Enemy/Ancients,Enemy,Ancients,3,EnemySystemInvasion,Enemy Ancients L03 EnemySystemInvasion,Ancients L03: мы атакуем систему врагов.,100,CurrentUnityCompatible,One AssetConfig row maps to one NpcBehaviourScenarioConfig asset.
enemy_behaviour_ancients_L04_normal,Assets/_Project/Content/Configs/Population/NpcBehaviourScenarios/Enemy/Ancients,Enemy,Ancients,4,Normal,Enemy Ancients L04 Normal,Ancients L04: обычное состояние.,0,CurrentUnityCompatible,One AssetConfig row maps to one NpcBehaviourScenarioConfig asset.
enemy_behaviour_ancients_L04_enemy_invasion,Assets/_Project/Content/Configs/Population/NpcBehaviourScenarios/Enemy/Ancients,Enemy,Ancients,4,EnemyInvasion,Enemy Ancients L04 EnemyInvasion,Ancients L04: враги атакуют нашу систему.,41,FutureEnumRequired,One AssetConfig row maps to one NpcBehaviourScenarioConfig asset.
enemy_behaviour_ancients_L04_enemy_system_invasion,Assets/_Project/Content/Configs/Population/NpcBehaviourScenarios/Enemy/Ancients,Enemy,Ancients,4,EnemySystemInvasion,Enemy Ancients L04 EnemySystemInvasion,Ancients L04: мы атакуем систему врагов.,100,CurrentUnityCompatible,One AssetConfig row maps to one NpcBehaviourScenarioConfig asset.
enemy_behaviour_ancients_L05_normal,Assets/_Project/Content/Configs/Population/NpcBehaviourScenarios/Enemy/Ancients,Enemy,Ancients,5,Normal,Enemy Ancients L05 Normal,Ancients L05: обычное состояние.,0,CurrentUnityCompatible,One AssetConfig row maps to one NpcBehaviourScenarioConfig asset.
enemy_behaviour_ancients_L05_enemy_invasion,Assets/_Project/Content/Configs/Population/NpcBehaviourScenarios/Enemy/Ancients,Enemy,Ancients,5,EnemyInvasion,Enemy Ancients L05 EnemyInvasion,Ancients L05: враги атакуют нашу систему.,42,FutureEnumRequired,One AssetConfig row maps to one NpcBehaviourScenarioConfig asset.
enemy_behaviour_ancients_L05_enemy_system_invasion,Assets/_Project/Content/Configs/Population/NpcBehaviourScenarios/Enemy/Ancients,Enemy,Ancients,5,EnemySystemInvasion,Enemy Ancients L05 EnemySystemInvasion,Ancients L05: мы атакуем систему врагов.,100,CurrentUnityCompatible,One AssetConfig row maps to one NpcBehaviourScenarioConfig asset.
enemy_behaviour_ancients_L06_normal,Assets/_Project/Content/Configs/Population/NpcBehaviourScenarios/Enemy/Ancients,Enemy,Ancients,6,Normal,Enemy Ancients L06 Normal,Ancients L06: обычное состояние.,0,CurrentUnityCompatible,One AssetConfig row maps to one NpcBehaviourScenarioConfig asset.
enemy_behaviour_ancients_L06_enemy_invasion,Assets/_Project/Content/Configs/Population/NpcBehaviourScenarios/Enemy/Ancients,Enemy,Ancients,6,EnemyInvasion,Enemy Ancients L06 EnemyInvasion,Ancients L06: враги атакуют нашу систему.,42,FutureEnumRequired,One AssetConfig row maps to one NpcBehaviourScenarioConfig asset.
enemy_behaviour_ancients_L06_enemy_system_invasion,Assets/_Project/Content/Configs/Population/NpcBehaviourScenarios/Enemy/Ancients,Enemy,Ancients,6,EnemySystemInvasion,Enemy Ancients L06 EnemySystemInvasion,Ancients L06: мы атакуем систему врагов.,100,CurrentUnityCompatible,One AssetConfig row maps to one NpcBehaviourScenarioConfig asset.
enemy_behaviour_ancients_L07_normal,Assets/_Project/Content/Configs/Population/NpcBehaviourScenarios/Enemy/Ancients,Enemy,Ancients,7,Normal,Enemy Ancients L07 Normal,Ancients L07: обычное состояние.,0,CurrentUnityCompatible,One AssetConfig row maps to one NpcBehaviourScenarioConfig asset.
enemy_behaviour_ancients_L07_enemy_invasion,Assets/_Project/Content/Configs/Population/NpcBehaviourScenarios/Enemy/Ancients,Enemy,Ancients,7,EnemyInvasion,Enemy Ancients L07 EnemyInvasion,Ancients L07: враги атакуют нашу систему.,43,FutureEnumRequired,One AssetConfig row maps to one NpcBehaviourScenarioConfig asset.
enemy_behaviour_ancients_L07_enemy_system_invasion,Assets/_Project/Content/Configs/Population/NpcBehaviourScenarios/Enemy/Ancients,Enemy,Ancients,7,EnemySystemInvasion,Enemy Ancients L07 EnemySystemInvasion,Ancients L07: мы атакуем систему врагов.,100,CurrentUnityCompatible,One AssetConfig row maps to one NpcBehaviourScenarioConfig asset.
enemy_behaviour_ancients_L08_normal,Assets/_Project/Content/Configs/Population/NpcBehaviourScenarios/Enemy/Ancients,Enemy,Ancients,8,Normal,Enemy Ancients L08 Normal,Ancients L08: обычное состояние.,0,CurrentUnityCompatible,One AssetConfig row maps to one NpcBehaviourScenarioConfig asset.
enemy_behaviour_ancients_L08_enemy_invasion,Assets/_Project/Content/Configs/Population/NpcBehaviourScenarios/Enemy/Ancients,Enemy,Ancients,8,EnemyInvasion,Enemy Ancients L08 EnemyInvasion,Ancients L08: враги атакуют нашу систему.,43,FutureEnumRequired,One AssetConfig row maps to one NpcBehaviourScenarioConfig asset.
enemy_behaviour_ancients_L08_enemy_system_invasion,Assets/_Project/Content/Configs/Population/NpcBehaviourScenarios/Enemy/Ancients,Enemy,Ancients,8,EnemySystemInvasion,Enemy Ancients L08 EnemySystemInvasion,Ancients L08: мы атакуем систему врагов.,100,CurrentUnityCompatible,One AssetConfig row maps to one NpcBehaviourScenarioConfig asset.
enemy_behaviour_ancients_L09_normal,Assets/_Project/Content/Configs/Population/NpcBehaviourScenarios/Enemy/Ancients,Enemy,Ancients,9,Normal,Enemy Ancients L09 Normal,Ancients L09: обычное состояние.,0,CurrentUnityCompatible,One AssetConfig row maps to one NpcBehaviourScenarioConfig asset.
enemy_behaviour_ancients_L09_enemy_invasion,Assets/_Project/Content/Configs/Population/NpcBehaviourScenarios/Enemy/Ancients,Enemy,Ancients,9,EnemyInvasion,Enemy Ancients L09 EnemyInvasion,Ancients L09: враги атакуют нашу систему.,44,FutureEnumRequired,One AssetConfig row maps to one NpcBehaviourScenarioConfig asset.
enemy_behaviour_ancients_L09_enemy_system_invasion,Assets/_Project/Content/Configs/Population/NpcBehaviourScenarios/Enemy/Ancients,Enemy,Ancients,9,EnemySystemInvasion,Enemy Ancients L09 EnemySystemInvasion,Ancients L09: мы атакуем систему врагов.,100,CurrentUnityCompatible,One AssetConfig row maps to one NpcBehaviourScenarioConfig asset.
enemy_behaviour_ancients_L10_normal,Assets/_Project/Content/Configs/Population/NpcBehaviourScenarios/Enemy/Ancients,Enemy,Ancients,10,Normal,Enemy Ancients L10 Normal,Ancients L10: обычное состояние.,0,CurrentUnityCompatible,One AssetConfig row maps to one NpcBehaviourScenarioConfig asset.
