id,displayName,description,icon,level,equipmentTier,weaponOwner,cargoSize,baseDamageMin,baseDamageMax,rangeMin,rangeMax,energyCostMin,energyCostMax,projectileLifetimeMin,projectileLifetimeMax,isHitscan,weaponType,damageType,targetingMode,projectilePrefabRef,usesAmmo,maxAmmoChargesMin,maxAmmoChargesMax
weapon_common_pulse_gold_L09_01,Импульсная пушка,"Очередь из 3 маленьких голубых импульсов. Лучше показывает частую стрельбу, но слабее за один снаряд. IMG: PNG 512×512, transparent background, centered projectile/VFX sprite, pivot center, no text, no watermark, mobile-friendly, stylized sci-fi, pseudo-3D/top-down readable silhouette.",icon_weapon_common_pulse,9,Gold,PlayerAndRangers,11,17,22,7.01,7.75,2,4,1,2,False,Pulse,Energy,SelectedTarget,prefab_weapon_common_pulse_projectile,False,0,0
weapon_common_pulse_bronze_L10_01,Импульсная пушка,"Очередь из 3 маленьких голубых импульсов. Лучше показывает частую стрельбу, но слабее за один снаряд. IMG: PNG 512×512, transparent background, centered projectile/VFX sprite, pivot center, no text, no watermark, mobile-friendly, stylized sci-fi, pseudo-3D/top-down readable silhouette.",icon_weapon_common_pulse,10,Bronze,PlayerAndRangers,14,14,17,6.39,7.06,5,7,2,4,False,Pulse,Energy,SelectedTarget,prefab_weapon_common_pulse_projectile,False,0,0
weapon_common_pulse_silver_L10_01,Импульсная пушка,"Очередь из 3 маленьких голубых импульсов. Лучше показывает частую стрельбу, но слабее за один снаряд. IMG: PNG 512×512, transparent background, centered projectile/VFX sprite, pivot center, no text, no watermark, mobile-friendly, stylized sci-fi, pseudo-3D/top-down readable silhouette.",icon_weapon_common_pulse,10,Silver,PlayerAndRangers,13,16,20,6.73,7.43,4,6,1,3,False,Pulse,Energy,SelectedTarget,prefab_weapon_common_pulse_projectile,False,0,0
weapon_common_pulse_gold_L10_01,Импульсная пушка,"Очередь из 3 маленьких голубых импульсов. Лучше показывает частую стрельбу, но слабее за один снаряд. IMG: PNG 512×512, transparent background, centered projectile/VFX sprite, pivot center, no text, no watermark, mobile-friendly, stylized sci-fi, pseudo-3D/top-down readable silhouette.",icon_weapon_common_pulse,10,Gold,PlayerAndRangers,12,18,23,7.13,7.88,3,5,1,2,False,Pulse,Energy,SelectedTarget,prefab_weapon_common_pulse_projectile,False,0,0
weapon_common_plasma_bronze_L01_01,Плазменная пушка,"Крупный медленный плазменный шар blue/cyan с мягкой аурой. Сильный, но требует дистанции и времени полёта. IMG: PNG 512×512, transparent background, centered projectile/VFX sprite, pivot center, no text, no watermark, mobile-friendly, stylized sci-fi, pseudo-3D/top-down readable silhouette.",icon_weapon_common_plasma,1,Bronze,PlayerAndRangers,6,18,23,4.96,5.49,4,6,4,6,False,Plasma,Energy,SelectedTarget,prefab_weapon_common_plasma_projectile,False,0,0
weapon_common_plasma_silver_L01_01,Плазменная пушка,"Крупный медленный плазменный шар blue/cyan с мягкой аурой. Сильный, но требует дистанции и времени полёта. IMG: PNG 512×512, transparent background, centered projectile/VFX sprite, pivot center, no text, no watermark, mobile-friendly, stylized sci-fi, pseudo-3D/top-down readable silhouette.",icon_weapon_common_plasma,1,Silver,PlayerAndRangers,5,21,27,5.22,5.78,3,5,3,5,False,Plasma,Energy,SelectedTarget,prefab_weapon_common_plasma_projectile,False,0,0
weapon_common_plasma_gold_L01_01,Плазменная пушка,"Крупный медленный плазменный шар blue/cyan с мягкой аурой. Сильный, но требует дистанции и времени полёта. IMG: PNG 512×512, transparent background, centered projectile/VFX sprite, pivot center, no text, no watermark, mobile-friendly, stylized sci-fi, pseudo-3D/top-down readable silhouette.",icon_weapon_common_plasma,1,Gold,PlayerAndRangers,4,24,31,5.53,6.13,2,4,2,4,False,Plasma,Energy,SelectedTarget,prefab_weapon_common_plasma_projectile,False,0,0
weapon_common_plasma_bronze_L02_01,Плазменная пушка,"Крупный медленный плазменный шар blue/cyan с мягкой аурой. Сильный, но требует дистанции и времени полёта. IMG: PNG 512×512, transparent background, centered projectile/VFX sprite, pivot center, no text, no watermark, mobile-friendly, stylized sci-fi, pseudo-3D/top-down readable silhouette.",icon_weapon_common_plasma,2,Bronze,PlayerAndRangers,7,22,27,5.07,5.61,4,6,4,6,False,Plasma,Energy,SelectedTarget,prefab_weapon_common_plasma_projectile,False,0,0
weapon_common_plasma_silver_L02_01,Плазменная пушка,"Крупный медленный плазменный шар blue/cyan с мягкой аурой. Сильный, но требует дистанции и времени полёта. IMG: PNG 512×512, transparent background, centered projectile/VFX sprite, pivot center, no text, no watermark, mobile-friendly, stylized sci-fi, pseudo-3D/top-down readable silhouette.",icon_weapon_common_plasma,2,Silver,PlayerAndRangers,6,26,32,5.34,5.9,3,5,3,5,False,Plasma,Energy,SelectedTarget,prefab_weapon_common_plasma_projectile,False,0,0
weapon_common_plasma_gold_L02_01,Плазменная пушка,"Крупный медленный плазменный шар blue/cyan с мягкой аурой. Сильный, но требует дистанции и времени полёта. IMG: PNG 512×512, transparent background, centered projectile/VFX sprite, pivot center, no text, no watermark, mobile-friendly, stylized sci-fi, pseudo-3D/top-down readable silhouette.",icon_weapon_common_plasma,2,Gold,PlayerAndRangers,5,30,37,5.66,6.25,2,4,2,4,False,Plasma,Energy,SelectedTarget,prefab_weapon_common_plasma_projectile,False,0,0
weapon_common_plasma_bronze_L03_01,Плазменная пушка,"Крупный медленный плазменный шар blue/cyan с мягкой аурой. Сильный, но требует дистанции и времени полёта. IMG: PNG 512×512, transparent background, centered projectile/VFX sprite, pivot center, no text, no watermark, mobile-friendly, stylized sci-fi, pseudo-3D/top-down readable silhouette.",icon_weapon_common_plasma,3,Bronze,PlayerAndRangers,8,26,33,5.18,5.73,4,6,4,6,False,Plasma,Energy,SelectedTarget,prefab_weapon_common_plasma_projectile,False,0,0
weapon_common_plasma_silver_L03_01,Плазменная пушка,"Крупный медленный плазменный шар blue/cyan с мягкой аурой. Сильный, но требует дистанции и времени полёта. IMG: PNG 512×512, transparent background, centered projectile/VFX sprite, pivot center, no text, no watermark, mobile-friendly, stylized sci-fi, pseudo-3D/top-down readable silhouette.",icon_weapon_common_plasma,3,Silver,PlayerAndRangers,7,31,39,5.45,6.03,3,5,3,5,False,Plasma,Energy,SelectedTarget,prefab_weapon_common_plasma_projectile,False,0,0
weapon_common_plasma_gold_L03_01,Плазменная пушка,"Крупный медленный плазменный шар blue/cyan с мягкой аурой. Сильный, но требует дистанции и времени полёта. IMG: PNG 512×512, transparent background, centered projectile/VFX sprite, pivot center, no text, no watermark, mobile-friendly, stylized sci-fi, pseudo-3D/top-down readable silhouette.",icon_weapon_common_plasma,3,Gold,PlayerAndRangers,6,36,45,5.78,6.39,2,4,2,4,False,Plasma,Energy,SelectedTarget,prefab_weapon_common_plasma_projectile,False,0,0
weapon_common_plasma_bronze_L04_01,Плазменная пушка,"Крупный медленный плазменный шар blue/cyan с мягкой аурой. Сильный, но требует дистанции и времени полёта. IMG: PNG 512×512, transparent background, centered projectile/VFX sprite, pivot center, no text, no watermark, mobile-friendly, stylized sci-fi, pseudo-3D/top-down readable silhouette.",icon_weapon_common_plasma,4,Bronze,PlayerAndRangers,9,31,37,5.29,5.84,5,7,4,6,False,Plasma,Energy,SelectedTarget,prefab_weapon_common_plasma_projectile,False,0,0
weapon_common_plasma_silver_L04_01,Плазменная пушка,"Крупный медленный плазменный шар blue/cyan с мягкой аурой. Сильный, но требует дистанции и времени полёта. IMG: PNG 512×512, transparent background, centered projectile/VFX sprite, pivot center, no text, no watermark, mobile-friendly, stylized sci-fi, pseudo-3D/top-down readable silhouette.",icon_weapon_common_plasma,4,Silver,PlayerAndRangers,8,36,44,5.57,6.15,4,6,3,5,False,Plasma,Energy,SelectedTarget,prefab_weapon_common_plasma_projectile,False,0,0
weapon_common_plasma_gold_L04_01,Плазменная пушка,"Крупный медленный плазменный шар blue/cyan с мягкой аурой. Сильный, но требует дистанции и времени полёта. IMG: PNG 512×512, transparent background, centered projectile/VFX sprite, pivot center, no text, no watermark, mobile-friendly, stylized sci-fi, pseudo-3D/top-down readable silhouette.",icon_weapon_common_plasma,4,Gold,PlayerAndRangers,7,41,51,5.9,6.52,3,5,2,4,False,Plasma,Energy,SelectedTarget,prefab_weapon_common_plasma_projectile,False,0,0
weapon_common_plasma_bronze_L05_01,Плазменная пушка,"Крупный медленный плазменный шар blue/cyan с мягкой аурой. Сильный, но требует дистанции и времени полёта. IMG: PNG 512×512, transparent background, centered projectile/VFX sprite, pivot center, no text, no watermark, mobile-friendly, stylized sci-fi, pseudo-3D/top-down readable silhouette.",icon_weapon_common_plasma,5,Bronze,PlayerAndRangers,10,34,42,5.4,5.97,5,7,4,6,False,Plasma,Energy,SelectedTarget,prefab_weapon_common_plasma_projectile,False,0,0
weapon_common_plasma_silver_L05_01,Плазменная пушка,"Крупный медленный плазменный шар blue/cyan с мягкой аурой. Сильный, но требует дистанции и времени полёта. IMG: PNG 512×512, transparent background, centered projectile/VFX sprite, pivot center, no text, no watermark, mobile-friendly, stylized sci-fi, pseudo-3D/top-down readable silhouette.",icon_weapon_common_plasma,5,Silver,PlayerAndRangers,9,40,50,5.68,6.28,4,6,3,5,False,Plasma,Energy,SelectedTarget,prefab_weapon_common_plasma_projectile,False,0,0
weapon_common_plasma_gold_L05_01,Плазменная пушка,"Крупный медленный плазменный шар blue/cyan с мягкой аурой. Сильный, но требует дистанции и времени полёта. IMG: PNG 512×512, transparent background, centered projectile/VFX sprite, pivot center, no text, no watermark, mobile-friendly, stylized sci-fi, pseudo-3D/top-down readable silhouette.",icon_weapon_common_plasma,5,Gold,PlayerAndRangers,8,46,57,6.02,6.66,3,5,2,4,False,Plasma,Energy,SelectedTarget,prefab_weapon_common_plasma_projectile,False,0,0
weapon_common_plasma_bronze_L06_01,Плазменная пушка,"Крупный медленный плазменный шар blue/cyan с мягкой аурой. Сильный, но требует дистанции и времени полёта. IMG: PNG 512×512, transparent background, centered projectile/VFX sprite, pivot center, no text, no watermark, mobile-friendly, stylized sci-fi, pseudo-3D/top-down readable silhouette.",icon_weapon_common_plasma,6,Bronze,PlayerAndRangers,11,38,48,5.5,6.09,5,7,4,6,False,Plasma,Energy,SelectedTarget,prefab_weapon_common_plasma_projectile,False,0,0
weapon_common_plasma_silver_L06_01,Плазменная пушка,"Крупный медленный плазменный шар blue/cyan с мягкой аурой. Сильный, но требует дистанции и времени полёта. IMG: PNG 512×512, transparent background, centered projectile/VFX sprite, pivot center, no text, no watermark, mobile-friendly, stylized sci-fi, pseudo-3D/top-down readable silhouette.",icon_weapon_common_plasma,6,Silver,PlayerAndRangers,10,45,56,5.79,6.41,4,6,3,5,False,Plasma,Energy,SelectedTarget,prefab_weapon_common_plasma_projectile,False,0,0
weapon_common_plasma_gold_L06_01,Плазменная пушка,"Крупный медленный плазменный шар blue/cyan с мягкой аурой. Сильный, но требует дистанции и времени полёта. IMG: PNG 512×512, transparent background, centered projectile/VFX sprite, pivot center, no text, no watermark, mobile-friendly, stylized sci-fi, pseudo-3D/top-down readable silhouette.",icon_weapon_common_plasma,6,Gold,PlayerAndRangers,9,52,64,6.14,6.79,3,5,2,4,False,Plasma,Energy,SelectedTarget,prefab_weapon_common_plasma_projectile,False,0,0
weapon_common_plasma_bronze_L07_01,Плазменная пушка,"Крупный медленный плазменный шар blue/cyan с мягкой аурой. Сильный, но требует дистанции и времени полёта. IMG: PNG 512×512, transparent background, centered projectile/VFX sprite, pivot center, no text, no watermark, mobile-friendly, stylized sci-fi, pseudo-3D/top-down readable silhouette.",icon_weapon_common_plasma,7,Bronze,PlayerAndRangers,12,42,53,5.61,6.2,6,8,4,6,False,Plasma,Energy,SelectedTarget,prefab_weapon_common_plasma_projectile,False,0,0
weapon_common_plasma_silver_L07_01,Плазменная пушка,"Крупный медленный плазменный шар blue/cyan с мягкой аурой. Сильный, но требует дистанции и времени полёта. IMG: PNG 512×512, transparent background, centered projectile/VFX sprite, pivot center, no text, no watermark, mobile-friendly, stylized sci-fi, pseudo-3D/top-down readable silhouette.",icon_weapon_common_plasma,7,Silver,PlayerAndRangers,11,50,62,5.91,6.53,5,7,3,5,False,Plasma,Energy,SelectedTarget,prefab_weapon_common_plasma_projectile,False,0,0
weapon_common_plasma_gold_L07_01,Плазменная пушка,"Крупный медленный плазменный шар blue/cyan с мягкой аурой. Сильный, но требует дистанции и времени полёта. IMG: PNG 512×512, transparent background, centered projectile/VFX sprite, pivot center, no text, no watermark, mobile-friendly, stylized sci-fi, pseudo-3D/top-down readable silhouette.",icon_weapon_common_plasma,7,Gold,PlayerAndRangers,10,57,71,6.26,6.92,4,6,2,4,False,Plasma,Energy,SelectedTarget,prefab_weapon_common_plasma_projectile,False,0,0
weapon_common_plasma_bronze_L08_01,Плазменная пушка,"Крупный медленный плазменный шар blue/cyan с мягкой аурой. Сильный, но требует дистанции и времени полёта. IMG: PNG 512×512, transparent background, centered projectile/VFX sprite, pivot center, no text, no watermark, mobile-friendly, stylized sci-fi, pseudo-3D/top-down readable silhouette.",icon_weapon_common_plasma,8,Bronze,PlayerAndRangers,13,46,58,5.72,6.33,6,8,4,6,False,Plasma,Energy,SelectedTarget,prefab_weapon_common_plasma_projectile,False,0,0
weapon_common_plasma_silver_L08_01,Плазменная пушка,"Крупный медленный плазменный шар blue/cyan с мягкой аурой. Сильный, но требует дистанции и времени полёта. IMG: PNG 512×512, transparent background, centered projectile/VFX sprite, pivot center, no text, no watermark, mobile-friendly, stylized sci-fi, pseudo-3D/top-down readable silhouette.",icon_weapon_common_plasma,8,Silver,PlayerAndRangers,12,54,68,6.02,6.66,5,7,3,5,False,Plasma,Energy,SelectedTarget,prefab_weapon_common_plasma_projectile,False,0,0
weapon_common_plasma_gold_L08_01,Плазменная пушка,"Крупный медленный плазменный шар blue/cyan с мягкой аурой. Сильный, но требует дистанции и времени полёта. IMG: PNG 512×512, transparent background, centered projectile/VFX sprite, pivot center, no text, no watermark, mobile-friendly, stylized sci-fi, pseudo-3D/top-down readable silhouette.",icon_weapon_common_plasma,8,Gold,PlayerAndRangers,11,62,78,6.38,7.06,4,6,2,4,False,Plasma,Energy,SelectedTarget,prefab_weapon_common_plasma_projectile,False,0,0
weapon_common_plasma_bronze_L09_01,Плазменная пушка,"Крупный медленный плазменный шар blue/cyan с мягкой аурой. Сильный, но требует дистанции и времени полёта. IMG: PNG 512×512, transparent background, centered projectile/VFX sprite, pivot center, no text, no watermark, mobile-friendly, stylized sci-fi, pseudo-3D/top-down readable silhouette.",icon_weapon_common_plasma,9,Bronze,PlayerAndRangers,14,50,62,5.83,6.44,6,8,4,6,False,Plasma,Energy,SelectedTarget,prefab_weapon_common_plasma_projectile,False,0,0
weapon_common_plasma_silver_L09_01,Плазменная пушка,"Крупный медленный плазменный шар blue/cyan с мягкой аурой. Сильный, но требует дистанции и времени полёта. IMG: PNG 512×512, transparent background, centered projectile/VFX sprite, pivot center, no text, no watermark, mobile-friendly, stylized sci-fi, pseudo-3D/top-down readable silhouette.",icon_weapon_common_plasma,9,Silver,PlayerAndRangers,13,59,73,6.14,6.78,5,7,3,5,False,Plasma,Energy,SelectedTarget,prefab_weapon_common_plasma_projectile,False,0,0
weapon_common_plasma_gold_L09_01,Плазменная пушка,"Крупный медленный плазменный шар blue/cyan с мягкой аурой. Сильный, но требует дистанции и времени полёта. IMG: PNG 512×512, transparent background, centered projectile/VFX sprite, pivot center, no text, no watermark, mobile-friendly, stylized sci-fi, pseudo-3D/top-down readable silhouette.",icon_weapon_common_plasma,9,Gold,PlayerAndRangers,12,68,84,6.51,7.19,4,6,2,4,False,Plasma,Energy,SelectedTarget,prefab_weapon_common_plasma_projectile,False,0,0
weapon_common_plasma_bronze_L10_01,Плазменная пушка,"Крупный медленный плазменный шар blue/cyan с мягкой аурой. Сильный, но требует дистанции и времени полёта. IMG: PNG 512×512, transparent background, centered projectile/VFX sprite, pivot center, no text, no watermark, mobile-friendly, stylized sci-fi, pseudo-3D/top-down readable silhouette.",icon_weapon_common_plasma,10,Bronze,PlayerAndRangers,15,54,68,5.94,6.56,7,9,4,6,False,Plasma,Energy,SelectedTarget,prefab_weapon_common_plasma_projectile,False,0,0
weapon_common_plasma_silver_L10_01,Плазменная пушка,"Крупный медленный плазменный шар blue/cyan с мягкой аурой. Сильный, но требует дистанции и времени полёта. IMG: PNG 512×512, transparent background, centered projectile/VFX sprite, pivot center, no text, no watermark, mobile-friendly, stylized sci-fi, pseudo-3D/top-down readable silhouette.",icon_weapon_common_plasma,10,Silver,PlayerAndRangers,14,64,80,6.25,6.91,6,8,3,5,False,Plasma,Energy,SelectedTarget,prefab_weapon_common_plasma_projectile,False,0,0
weapon_common_plasma_gold_L10_01,Плазменная пушка,"Крупный медленный плазменный шар blue/cyan с мягкой аурой. Сильный, но требует дистанции и времени полёта. IMG: PNG 512×512, transparent background, centered projectile/VFX sprite, pivot center, no text, no watermark, mobile-friendly, stylized sci-fi, pseudo-3D/top-down readable silhouette.",icon_weapon_common_plasma,10,Gold,PlayerAndRangers,13,74,92,6.62,7.32,5,7,2,4,False,Plasma,Energy,SelectedTarget,prefab_weapon_common_plasma_projectile,False,0,0
weapon_common_railgun_bronze_L01_01,Рельсотрон,"Узкий сверхбыстрый кинетический трассер cyan-white. Дальнобойное точное оружие. IMG: PNG 512×512, transparent background, centered projectile/VFX sprite, pivot center, no text, no watermark, mobile-friendly, stylized sci-fi, pseudo-3D/top-down readable silhouette.",icon_weapon_common_railgun,1,Bronze,PlayerAndRangers,6,24,31,8.12,8.98,5,7,2,4,False,Railgun,Kinetic,SelectedTarget,prefab_weapon_common_railgun_projectile,False,0,0
weapon_common_railgun_silver_L01_01,Рельсотрон,"Узкий сверхбыстрый кинетический трассер cyan-white. Дальнобойное точное оружие. IMG: PNG 512×512, transparent background, centered projectile/VFX sprite, pivot center, no text, no watermark, mobile-friendly, stylized sci-fi, pseudo-3D/top-down readable silhouette.",icon_weapon_common_railgun,1,Silver,PlayerAndRangers,5,28,36,8.55,9.45,4,6,1,3,False,Railgun,Kinetic,SelectedTarget,prefab_weapon_common_railgun_projectile,False,0,0
weapon_common_railgun_gold_L01_01,Рельсотрон,"Узкий сверхбыстрый кинетический трассер cyan-white. Дальнобойное точное оружие. IMG: PNG 512×512, transparent background, centered projectile/VFX sprite, pivot center, no text, no watermark, mobile-friendly, stylized sci-fi, pseudo-3D/top-down readable silhouette.",icon_weapon_common_railgun,1,Gold,PlayerAndRangers,4,32,41,9.06,10.02,3,5,1,2,False,Railgun,Kinetic,SelectedTarget,prefab_weapon_common_railgun_projectile,False,0,0
weapon_common_railgun_bronze_L02_01,Рельсотрон,"Узкий сверхбыстрый кинетический трассер cyan-white. Дальнобойное точное оружие. IMG: PNG 512×512, transparent background, centered projectile/VFX sprite, pivot center, no text, no watermark, mobile-friendly, stylized sci-fi, pseudo-3D/top-down readable silhouette.",icon_weapon_common_railgun,2,Bronze,PlayerAndRangers,7,30,37,8.23,9.1,5,7,2,4,False,Railgun,Kinetic,SelectedTarget,prefab_weapon_common_railgun_projectile,False,0,0
weapon_common_railgun_silver_L02_01,Рельсотрон,"Узкий сверхбыстрый кинетический трассер cyan-white. Дальнобойное точное оружие. IMG: PNG 512×512, transparent background, centered projectile/VFX sprite, pivot center, no text, no watermark, mobile-friendly, stylized sci-fi, pseudo-3D/top-down readable silhouette.",icon_weapon_common_railgun,2,Silver,PlayerAndRangers,6,35,43,8.66,9.58,4,6,1,3,False,Railgun,Kinetic,SelectedTarget,prefab_weapon_common_railgun_projectile,False,0,0
weapon_common_railgun_gold_L02_01,Рельсотрон,"Узкий сверхбыстрый кинетический трассер cyan-white. Дальнобойное точное оружие. IMG: PNG 512×512, transparent background, centered projectile/VFX sprite, pivot center, no text, no watermark, mobile-friendly, stylized sci-fi, pseudo-3D/top-down readable silhouette.",icon_weapon_common_railgun,2,Gold,PlayerAndRangers,5,40,49,9.18,10.15,3,5,1,2,False,Railgun,Kinetic,SelectedTarget,prefab_weapon_common_railgun_projectile,False,0,0
weapon_common_railgun_bronze_L03_01,Рельсотрон,"Узкий сверхбыстрый кинетический трассер cyan-white. Дальнобойное точное оружие. IMG: PNG 512×512, transparent background, centered projectile/VFX sprite, pivot center, no text, no watermark, mobile-friendly, stylized sci-fi, pseudo-3D/top-down readable silhouette.",icon_weapon_common_railgun,3,Bronze,PlayerAndRangers,8,35,43,8.34,9.21,5,7,2,4,False,Railgun,Kinetic,SelectedTarget,prefab_weapon_common_railgun_projectile,False,0,0
weapon_common_railgun_silver_L03_01,Рельсотрон,"Узкий сверхбыстрый кинетический трассер cyan-white. Дальнобойное точное оружие. IMG: PNG 512×512, transparent background, centered projectile/VFX sprite, pivot center, no text, no watermark, mobile-friendly, stylized sci-fi, pseudo-3D/top-down readable silhouette.",icon_weapon_common_railgun,3,Silver,PlayerAndRangers,7,41,51,8.78,9.7,4,6,1,3,False,Railgun,Kinetic,SelectedTarget,prefab_weapon_common_railgun_projectile,False,0,0
weapon_common_railgun_gold_L03_01,Рельсотрон,"Узкий сверхбыстрый кинетический трассер cyan-white. Дальнобойное точное оружие. IMG: PNG 512×512, transparent background, centered projectile/VFX sprite, pivot center, no text, no watermark, mobile-friendly, stylized sci-fi, pseudo-3D/top-down readable silhouette.",icon_weapon_common_railgun,3,Gold,PlayerAndRangers,6,47,59,9.31,10.28,3,5,1,2,False,Railgun,Kinetic,SelectedTarget,prefab_weapon_common_railgun_projectile,False,0,0
weapon_common_railgun_bronze_L04_01,Рельсотрон,"Узкий сверхбыстрый кинетический трассер cyan-white. Дальнобойное точное оружие. IMG: PNG 512×512, transparent background, centered projectile/VFX sprite, pivot center, no text, no watermark, mobile-friendly, stylized sci-fi, pseudo-3D/top-down readable silhouette.",icon_weapon_common_railgun,4,Bronze,PlayerAndRangers,9,40,50,8.45,9.34,6,8,2,4,False,Railgun,Kinetic,SelectedTarget,prefab_weapon_common_railgun_projectile,False,0,0
weapon_common_railgun_silver_L04_01,Рельсотрон,"Узкий сверхбыстрый кинетический трассер cyan-white. Дальнобойное точное оружие. IMG: PNG 512×512, transparent background, centered projectile/VFX sprite, pivot center, no text, no watermark, mobile-friendly, stylized sci-fi, pseudo-3D/top-down readable silhouette.",icon_weapon_common_railgun,4,Silver,PlayerAndRangers,8,47,59,8.89,9.83,5,7,1,3,False,Railgun,Kinetic,SelectedTarget,prefab_weapon_common_railgun_projectile,False,0,0
weapon_common_railgun_gold_L04_01,Рельсотрон,"Узкий сверхбыстрый кинетический трассер cyan-white. Дальнобойное точное оружие. IMG: PNG 512×512, transparent background, centered projectile/VFX sprite, pivot center, no text, no watermark, mobile-friendly, stylized sci-fi, pseudo-3D/top-down readable silhouette.",icon_weapon_common_railgun,4,Gold,PlayerAndRangers,7,54,68,9.42,10.42,4,6,1,2,False,Railgun,Kinetic,SelectedTarget,prefab_weapon_common_railgun_projectile,False,0,0
weapon_common_railgun_bronze_L05_01,Рельсотрон,"Узкий сверхбыстрый кинетический трассер cyan-white. Дальнобойное точное оружие. IMG: PNG 512×512, transparent background, centered projectile/VFX sprite, pivot center, no text, no watermark, mobile-friendly, stylized sci-fi, pseudo-3D/top-down readable silhouette.",icon_weapon_common_railgun,5,Bronze,PlayerAndRangers,10,46,56,8.56,9.45,6,8,2,4,False,Railgun,Kinetic,SelectedTarget,prefab_weapon_common_railgun_projectile,False,0,0
weapon_common_railgun_silver_L05_01,Рельсотрон,"Узкий сверхбыстрый кинетический трассер cyan-white. Дальнобойное точное оружие. IMG: PNG 512×512, transparent background, centered projectile/VFX sprite, pivot center, no text, no watermark, mobile-friendly, stylized sci-fi, pseudo-3D/top-down readable silhouette.",icon_weapon_common_railgun,5,Silver,PlayerAndRangers,9,54,66,9.01,9.95,5,7,1,3,False,Railgun,Kinetic,SelectedTarget,prefab_weapon_common_railgun_projectile,False,0,0
weapon_common_railgun_gold_L05_01,Рельсотрон,"Узкий сверхбыстрый кинетический трассер cyan-white. Дальнобойное точное оружие. IMG: PNG 512×512, transparent background, centered projectile/VFX sprite, pivot center, no text, no watermark, mobile-friendly, stylized sci-fi, pseudo-3D/top-down readable silhouette.",icon_weapon_common_railgun,5,Gold,PlayerAndRangers,8,62,76,9.55,10.55,4,6,1,2,False,Railgun,Kinetic,SelectedTarget,prefab_weapon_common_railgun_projectile,False,0,0
weapon_common_railgun_bronze_L06_01,Рельсотрон,"Узкий сверхбыстрый кинетический трассер cyan-white. Дальнобойное точное оружие. IMG: PNG 512×512, transparent background, centered projectile/VFX sprite, pivot center, no text, no watermark, mobile-friendly, stylized sci-fi, pseudo-3D/top-down readable silhouette.",icon_weapon_common_railgun,6,Bronze,PlayerAndRangers,11,51,63,8.66,9.58,6,8,2,4,False,Railgun,Kinetic,SelectedTarget,prefab_weapon_common_railgun_projectile,False,0,0
weapon_common_railgun_silver_L06_01,Рельсотрон,"Узкий сверхбыстрый кинетический трассер cyan-white. Дальнобойное точное оружие. IMG: PNG 512×512, transparent background, centered projectile/VFX sprite, pivot center, no text, no watermark, mobile-friendly, stylized sci-fi, pseudo-3D/top-down readable silhouette.",icon_weapon_common_railgun,6,Silver,PlayerAndRangers,10,60,74,9.12,10.08,5,7,1,3,False,Railgun,Kinetic,SelectedTarget,prefab_weapon_common_railgun_projectile,False,0,0
weapon_common_railgun_gold_L06_01,Рельсотрон,"Узкий сверхбыстрый кинетический трассер cyan-white. Дальнобойное точное оружие. IMG: PNG 512×512, transparent background, centered projectile/VFX sprite, pivot center, no text, no watermark, mobile-friendly, stylized sci-fi, pseudo-3D/top-down readable silhouette.",icon_weapon_common_railgun,6,Gold,PlayerAndRangers,9,69,85,9.67,10.68,4,6,1,2,False,Railgun,Kinetic,SelectedTarget,prefab_weapon_common_railgun_projectile,False,0,0
weapon_common_railgun_bronze_L07_01,Рельсотрон,"Узкий сверхбыстрый кинетический трассер cyan-white. Дальнобойное точное оружие. IMG: PNG 512×512, transparent background, centered projectile/VFX sprite, pivot center, no text, no watermark, mobile-friendly, stylized sci-fi, pseudo-3D/top-down readable silhouette.",icon_weapon_common_railgun,7,Bronze,PlayerAndRangers,12,56,70,8.77,9.7,7,9,2,4,False,Railgun,Kinetic,SelectedTarget,prefab_weapon_common_railgun_projectile,False,0,0
weapon_common_railgun_silver_L07_01,Рельсотрон,"Узкий сверхбыстрый кинетический трассер cyan-white. Дальнобойное точное оружие. IMG: PNG 512×512, transparent background, centered projectile/VFX sprite, pivot center, no text, no watermark, mobile-friendly, stylized sci-fi, pseudo-3D/top-down readable silhouette.",icon_weapon_common_railgun,7,Silver,PlayerAndRangers,11,66,82,9.23,10.21,6,8,1,3,False,Railgun,Kinetic,SelectedTarget,prefab_weapon_common_railgun_projectile,False,0,0
weapon_common_railgun_gold_L07_01,Рельсотрон,"Узкий сверхбыстрый кинетический трассер cyan-white. Дальнобойное точное оружие. IMG: PNG 512×512, transparent background, centered projectile/VFX sprite, pivot center, no text, no watermark, mobile-friendly, stylized sci-fi, pseudo-3D/top-down readable silhouette.",icon_weapon_common_railgun,7,Gold,PlayerAndRangers,10,76,94,9.78,10.82,5,7,1,2,False,Railgun,Kinetic,SelectedTarget,prefab_weapon_common_railgun_projectile,False,0,0
weapon_common_railgun_bronze_L08_01,Рельсотрон,"Узкий сверхбыстрый кинетический трассер cyan-white. Дальнобойное точное оружие. IMG: PNG 512×512, transparent background, centered projectile/VFX sprite, pivot center, no text, no watermark, mobile-friendly, stylized sci-fi, pseudo-3D/top-down readable silhouette.",icon_weapon_common_railgun,8,Bronze,PlayerAndRangers,13,61,76,8.88,9.81,7,9,2,4,False,Railgun,Kinetic,SelectedTarget,prefab_weapon_common_railgun_projectile,False,0,0
