id,displayName,description,icon,level,equipmentTier,weaponOwner,cargoSize,baseDamageMin,baseDamageMax,rangeMin,rangeMax,energyCostMin,energyCostMax,projectileLifetimeMin,projectileLifetimeMax,isHitscan,weaponType,damageType,targetingMode,projectilePrefabRef,usesAmmo,maxAmmoChargesMin,maxAmmoChargesMax,autoDetectShotType,shotType,shotCount
weapon_common_plasma_silver_L06_01,Плазменная пушка,"Крупный медленный плазменный шар blue/cyan с мягкой аурой. Сильный, но требует дистанции и времени полёта. IMG: PNG 512×512, transparent background, centered projectile/VFX sprite, pivot center, no text, no watermark, mobile-friendly, stylized sci-fi, pseudo-3D/top-down readable silhouette.",icon_weapon_common_plasma,6,Silver,PlayerAndRangers,10,45,56,141.30,158.15,4,6,3,5,False,Plasma,Energy,SelectedTarget,prefab_weapon_common_plasma_projectile,False,0,0,False,HeavyProjectile,1
weapon_common_plasma_gold_L06_01,Плазменная пушка,"Крупный медленный плазменный шар blue/cyan с мягкой аурой. Сильный, но требует дистанции и времени полёта. IMG: PNG 512×512, transparent background, centered projectile/VFX sprite, pivot center, no text, no watermark, mobile-friendly, stylized sci-fi, pseudo-3D/top-down readable silhouette.",icon_weapon_common_plasma,6,Gold,PlayerAndRangers,9,52,64,150.82,168.48,3,5,2,4,False,Plasma,Energy,SelectedTarget,prefab_weapon_common_plasma_projectile,False,0,0,False,HeavyProjectile,1
weapon_common_plasma_bronze_L07_01,Плазменная пушка,"Крупный медленный плазменный шар blue/cyan с мягкой аурой. Сильный, но требует дистанции и времени полёта. IMG: PNG 512×512, transparent background, centered projectile/VFX sprite, pivot center, no text, no watermark, mobile-friendly, stylized sci-fi, pseudo-3D/top-down readable silhouette.",icon_weapon_common_plasma,7,Bronze,PlayerAndRangers,12,42,53,136.41,152.45,6,8,4,6,False,Plasma,Energy,SelectedTarget,prefab_weapon_common_plasma_projectile,False,0,0,False,HeavyProjectile,1
weapon_common_plasma_silver_L07_01,Плазменная пушка,"Крупный медленный плазменный шар blue/cyan с мягкой аурой. Сильный, но требует дистанции и времени полёта. IMG: PNG 512×512, transparent background, centered projectile/VFX sprite, pivot center, no text, no watermark, mobile-friendly, stylized sci-fi, pseudo-3D/top-down readable silhouette.",icon_weapon_common_plasma,7,Silver,PlayerAndRangers,11,50,62,144.57,161.41,5,7,3,5,False,Plasma,Energy,SelectedTarget,prefab_weapon_common_plasma_projectile,False,0,0,False,HeavyProjectile,1
weapon_common_plasma_gold_L07_01,Плазменная пушка,"Крупный медленный плазменный шар blue/cyan с мягкой аурой. Сильный, но требует дистанции и времени полёта. IMG: PNG 512×512, transparent background, centered projectile/VFX sprite, pivot center, no text, no watermark, mobile-friendly, stylized sci-fi, pseudo-3D/top-down readable silhouette.",icon_weapon_common_plasma,7,Gold,PlayerAndRangers,10,57,71,154.08,172.01,4,6,2,4,False,Plasma,Energy,SelectedTarget,prefab_weapon_common_plasma_projectile,False,0,0,False,HeavyProjectile,1
weapon_common_plasma_bronze_L08_01,Плазменная пушка,"Крупный медленный плазменный шар blue/cyan с мягкой аурой. Сильный, но требует дистанции и времени полёта. IMG: PNG 512×512, transparent background, centered projectile/VFX sprite, pivot center, no text, no watermark, mobile-friendly, stylized sci-fi, pseudo-3D/top-down readable silhouette.",icon_weapon_common_plasma,8,Bronze,PlayerAndRangers,13,46,58,139.40,155.98,6,8,4,6,False,Plasma,Energy,SelectedTarget,prefab_weapon_common_plasma_projectile,False,0,0,False,HeavyProjectile,1
weapon_common_plasma_silver_L08_01,Плазменная пушка,"Крупный медленный плазменный шар blue/cyan с мягкой аурой. Сильный, но требует дистанции и времени полёта. IMG: PNG 512×512, transparent background, centered projectile/VFX sprite, pivot center, no text, no watermark, mobile-friendly, stylized sci-fi, pseudo-3D/top-down readable silhouette.",icon_weapon_common_plasma,8,Silver,PlayerAndRangers,12,54,68,147.55,164.95,5,7,3,5,False,Plasma,Energy,SelectedTarget,prefab_weapon_common_plasma_projectile,False,0,0,False,HeavyProjectile,1
weapon_common_plasma_gold_L08_01,Плазменная пушка,"Крупный медленный плазменный шар blue/cyan с мягкой аурой. Сильный, но требует дистанции и времени полёта. IMG: PNG 512×512, transparent background, centered projectile/VFX sprite, pivot center, no text, no watermark, mobile-friendly, stylized sci-fi, pseudo-3D/top-down readable silhouette.",icon_weapon_common_plasma,8,Gold,PlayerAndRangers,11,62,78,157.34,175.82,4,6,2,4,False,Plasma,Energy,SelectedTarget,prefab_weapon_common_plasma_projectile,False,0,0,False,HeavyProjectile,1
weapon_common_plasma_bronze_L09_01,Плазменная пушка,"Крупный медленный плазменный шар blue/cyan с мягкой аурой. Сильный, но требует дистанции и времени полёта. IMG: PNG 512×512, transparent background, centered projectile/VFX sprite, pivot center, no text, no watermark, mobile-friendly, stylized sci-fi, pseudo-3D/top-down readable silhouette.",icon_weapon_common_plasma,9,Bronze,PlayerAndRangers,14,50,62,142.39,158.97,6,8,4,6,False,Plasma,Energy,SelectedTarget,prefab_weapon_common_plasma_projectile,False,0,0,False,HeavyProjectile,1
weapon_common_plasma_silver_L09_01,Плазменная пушка,"Крупный медленный плазменный шар blue/cyan с мягкой аурой. Сильный, но требует дистанции и времени полёта. IMG: PNG 512×512, transparent background, centered projectile/VFX sprite, pivot center, no text, no watermark, mobile-friendly, stylized sci-fi, pseudo-3D/top-down readable silhouette.",icon_weapon_common_plasma,9,Silver,PlayerAndRangers,13,59,73,150.82,168.21,5,7,3,5,False,Plasma,Energy,SelectedTarget,prefab_weapon_common_plasma_projectile,False,0,0,False,HeavyProjectile,1
weapon_common_plasma_gold_L09_01,Плазменная пушка,"Крупный медленный плазменный шар blue/cyan с мягкой аурой. Сильный, но требует дистанции и времени полёта. IMG: PNG 512×512, transparent background, centered projectile/VFX sprite, pivot center, no text, no watermark, mobile-friendly, stylized sci-fi, pseudo-3D/top-down readable silhouette.",icon_weapon_common_plasma,9,Gold,PlayerAndRangers,12,68,84,160.87,179.35,4,6,2,4,False,Plasma,Energy,SelectedTarget,prefab_weapon_common_plasma_projectile,False,0,0,False,HeavyProjectile,1
weapon_common_plasma_bronze_L10_01,Плазменная пушка,"Крупный медленный плазменный шар blue/cyan с мягкой аурой. Сильный, но требует дистанции и времени полёта. IMG: PNG 512×512, transparent background, centered projectile/VFX sprite, pivot center, no text, no watermark, mobile-friendly, stylized sci-fi, pseudo-3D/top-down readable silhouette.",icon_weapon_common_plasma,10,Bronze,PlayerAndRangers,15,54,68,145.38,162.23,7,9,4,6,False,Plasma,Energy,SelectedTarget,prefab_weapon_common_plasma_projectile,False,0,0,False,HeavyProjectile,1
weapon_common_plasma_silver_L10_01,Плазменная пушка,"Крупный медленный плазменный шар blue/cyan с мягкой аурой. Сильный, но требует дистанции и времени полёта. IMG: PNG 512×512, transparent background, centered projectile/VFX sprite, pivot center, no text, no watermark, mobile-friendly, stylized sci-fi, pseudo-3D/top-down readable silhouette.",icon_weapon_common_plasma,10,Silver,PlayerAndRangers,14,64,80,153.80,171.74,6,8,3,5,False,Plasma,Energy,SelectedTarget,prefab_weapon_common_plasma_projectile,False,0,0,False,HeavyProjectile,1
weapon_common_plasma_gold_L10_01,Плазменная пушка,"Крупный медленный плазменный шар blue/cyan с мягкой аурой. Сильный, но требует дистанции и времени полёта. IMG: PNG 512×512, transparent background, centered projectile/VFX sprite, pivot center, no text, no watermark, mobile-friendly, stylized sci-fi, pseudo-3D/top-down readable silhouette.",icon_weapon_common_plasma,10,Gold,PlayerAndRangers,13,74,92,163.86,182.88,5,7,2,4,False,Plasma,Energy,SelectedTarget,prefab_weapon_common_plasma_projectile,False,0,0,False,HeavyProjectile,1
weapon_common_wave_cannon_bronze_L01_01,Волновая пушка,"Широкая технологическая энергетическая волна cyan-white. Это не тонкий луч и не точечный снаряд: фронт энергии должен читаться как волновая атака цивилизации. IMG: PNG 512×512, transparent background, centered projectile/VFX sprite, pivot center, no text, no watermark, mobile-friendly, stylized sci-fi, pseudo-3D/top-down readable silhouette.",icon_weapon_common_wave_cannon,1,Bronze,PlayerAndRangers,6,24,31,204.62,227.99,5,7,2,4,False,Disruptor,Energy,SelectedTarget,prefab_weapon_common_wave_cannon_projectile,False,0,0,False,Wave,1
weapon_common_wave_cannon_silver_L01_01,Волновая пушка,"Широкая технологическая энергетическая волна cyan-white. Это не тонкий луч и не точечный снаряд: фронт энергии должен читаться как волновая атака цивилизации. IMG: PNG 512×512, transparent background, centered projectile/VFX sprite, pivot center, no text, no watermark, mobile-friendly, stylized sci-fi, pseudo-3D/top-down readable silhouette.",icon_weapon_common_wave_cannon,1,Silver,PlayerAndRangers,5,28,36,216.30,240.76,4,6,1,3,False,Disruptor,Energy,SelectedTarget,prefab_weapon_common_wave_cannon_projectile,False,0,0,False,Wave,1
weapon_common_wave_cannon_gold_L01_01,Волновая пушка,"Широкая технологическая энергетическая волна cyan-white. Это не тонкий луч и не точечный снаряд: фронт энергии должен читаться как волновая атака цивилизации. IMG: PNG 512×512, transparent background, centered projectile/VFX sprite, pivot center, no text, no watermark, mobile-friendly, stylized sci-fi, pseudo-3D/top-down readable silhouette.",icon_weapon_common_wave_cannon,1,Gold,PlayerAndRangers,4,32,41,230.16,256.25,3,5,1,2,False,Disruptor,Energy,SelectedTarget,prefab_weapon_common_wave_cannon_projectile,False,0,0,False,Wave,1
weapon_common_wave_cannon_bronze_L02_01,Волновая пушка,"Широкая технологическая энергетическая волна cyan-white. Это не тонкий луч и не точечный снаряд: фронт энергии должен читаться как волновая атака цивилизации. IMG: PNG 512×512, transparent background, centered projectile/VFX sprite, pivot center, no text, no watermark, mobile-friendly, stylized sci-fi, pseudo-3D/top-down readable silhouette.",icon_weapon_common_wave_cannon,2,Bronze,PlayerAndRangers,7,30,37,207.61,231.25,5,7,2,4,False,Disruptor,Energy,SelectedTarget,prefab_weapon_common_wave_cannon_projectile,False,0,0,False,Wave,1
weapon_common_wave_cannon_silver_L02_01,Волновая пушка,"Широкая технологическая энергетическая волна cyan-white. Это не тонкий луч и не точечный снаряд: фронт энергии должен читаться как волновая атака цивилизации. IMG: PNG 512×512, transparent background, centered projectile/VFX sprite, pivot center, no text, no watermark, mobile-friendly, stylized sci-fi, pseudo-3D/top-down readable silhouette.",icon_weapon_common_wave_cannon,2,Silver,PlayerAndRangers,6,35,43,219.29,244.29,4,6,1,3,False,Disruptor,Energy,SelectedTarget,prefab_weapon_common_wave_cannon_projectile,False,0,0,False,Wave,1
weapon_common_wave_cannon_gold_L02_01,Волновая пушка,"Широкая технологическая энергетическая волна cyan-white. Это не тонкий луч и не точечный снаряд: фронт энергии должен читаться как волновая атака цивилизации. IMG: PNG 512×512, transparent background, centered projectile/VFX sprite, pivot center, no text, no watermark, mobile-friendly, stylized sci-fi, pseudo-3D/top-down readable silhouette.",icon_weapon_common_wave_cannon,2,Gold,PlayerAndRangers,5,40,49,233.42,259.78,3,5,1,2,False,Disruptor,Energy,SelectedTarget,prefab_weapon_common_wave_cannon_projectile,False,0,0,False,Wave,1
weapon_common_wave_cannon_bronze_L03_01,Волновая пушка,"Широкая технологическая энергетическая волна cyan-white. Это не тонкий луч и не точечный снаряд: фронт энергии должен читаться как волновая атака цивилизации. IMG: PNG 512×512, transparent background, centered projectile/VFX sprite, pivot center, no text, no watermark, mobile-friendly, stylized sci-fi, pseudo-3D/top-down readable silhouette.",icon_weapon_common_wave_cannon,3,Bronze,PlayerAndRangers,8,35,43,210.60,234.24,5,7,2,4,False,Disruptor,Energy,SelectedTarget,prefab_weapon_common_wave_cannon_projectile,False,0,0,False,Wave,1
weapon_common_wave_cannon_silver_L03_01,Волновая пушка,"Широкая технологическая энергетическая волна cyan-white. Это не тонкий луч и не точечный снаряд: фронт энергии должен читаться как волновая атака цивилизации. IMG: PNG 512×512, transparent background, centered projectile/VFX sprite, pivot center, no text, no watermark, mobile-friendly, stylized sci-fi, pseudo-3D/top-down readable silhouette.",icon_weapon_common_wave_cannon,3,Silver,PlayerAndRangers,7,41,51,222.55,247.55,4,6,1,3,False,Disruptor,Energy,SelectedTarget,prefab_weapon_common_wave_cannon_projectile,False,0,0,False,Wave,1
weapon_common_wave_cannon_gold_L03_01,Волновая пушка,"Широкая технологическая энергетическая волна cyan-white. Это не тонкий луч и не точечный снаряд: фронт энергии должен читаться как волновая атака цивилизации. IMG: PNG 512×512, transparent background, centered projectile/VFX sprite, pivot center, no text, no watermark, mobile-friendly, stylized sci-fi, pseudo-3D/top-down readable silhouette.",icon_weapon_common_wave_cannon,3,Gold,PlayerAndRangers,6,47,59,236.96,263.32,3,5,1,2,False,Disruptor,Energy,SelectedTarget,prefab_weapon_common_wave_cannon_projectile,False,0,0,False,Wave,1
weapon_common_wave_cannon_bronze_L04_01,Волновая пушка,"Широкая технологическая энергетическая волна cyan-white. Это не тонкий луч и не точечный снаряд: фронт энергии должен читаться как волновая атака цивилизации. IMG: PNG 512×512, transparent background, centered projectile/VFX sprite, pivot center, no text, no watermark, mobile-friendly, stylized sci-fi, pseudo-3D/top-down readable silhouette.",icon_weapon_common_wave_cannon,4,Bronze,PlayerAndRangers,9,40,50,213.59,237.77,6,8,2,4,False,Disruptor,Energy,SelectedTarget,prefab_weapon_common_wave_cannon_projectile,False,0,0,False,Wave,1
weapon_common_wave_cannon_silver_L04_01,Волновая пушка,"Широкая технологическая энергетическая волна cyan-white. Это не тонкий луч и не точечный снаряд: фронт энергии должен читаться как волновая атака цивилизации. IMG: PNG 512×512, transparent background, centered projectile/VFX sprite, pivot center, no text, no watermark, mobile-friendly, stylized sci-fi, pseudo-3D/top-down readable silhouette.",icon_weapon_common_wave_cannon,4,Silver,PlayerAndRangers,8,47,59,225.54,251.09,5,7,1,3,False,Disruptor,Energy,SelectedTarget,prefab_weapon_common_wave_cannon_projectile,False,0,0,False,Wave,1
weapon_common_wave_cannon_gold_L04_01,Волновая пушка,"Широкая технологическая энергетическая волна cyan-white. Это не тонкий луч и не точечный снаряд: фронт энергии должен читаться как волновая атака цивилизации. IMG: PNG 512×512, transparent background, centered projectile/VFX sprite, pivot center, no text, no watermark, mobile-friendly, stylized sci-fi, pseudo-3D/top-down readable silhouette.",icon_weapon_common_wave_cannon,4,Gold,PlayerAndRangers,7,54,68,239.95,267.12,4,6,1,2,False,Disruptor,Energy,SelectedTarget,prefab_weapon_common_wave_cannon_projectile,False,0,0,False,Wave,1
weapon_common_wave_cannon_bronze_L05_01,Волновая пушка,"Широкая технологическая энергетическая волна cyan-white. Это не тонкий луч и не точечный снаряд: фронт энергии должен читаться как волновая атака цивилизации. IMG: PNG 512×512, transparent background, centered projectile/VFX sprite, pivot center, no text, no watermark, mobile-friendly, stylized sci-fi, pseudo-3D/top-down readable silhouette.",icon_weapon_common_wave_cannon,5,Bronze,PlayerAndRangers,10,46,56,216.58,240.76,6,8,2,4,False,Disruptor,Energy,SelectedTarget,prefab_weapon_common_wave_cannon_projectile,False,0,0,False,Wave,1
weapon_common_wave_cannon_silver_L05_01,Волновая пушка,"Широкая технологическая энергетическая волна cyan-white. Это не тонкий луч и не точечный снаряд: фронт энергии должен читаться как волновая атака цивилизации. IMG: PNG 512×512, transparent background, centered projectile/VFX sprite, pivot center, no text, no watermark, mobile-friendly, stylized sci-fi, pseudo-3D/top-down readable silhouette.",icon_weapon_common_wave_cannon,5,Silver,PlayerAndRangers,9,54,66,228.80,254.35,5,7,1,3,False,Disruptor,Energy,SelectedTarget,prefab_weapon_common_wave_cannon_projectile,False,0,0,False,Wave,1
weapon_common_wave_cannon_gold_L05_01,Волновая пушка,"Широкая технологическая энергетическая волна cyan-white. Это не тонкий луч и не точечный снаряд: фронт энергии должен читаться как волновая атака цивилизации. IMG: PNG 512×512, transparent background, centered projectile/VFX sprite, pivot center, no text, no watermark, mobile-friendly, stylized sci-fi, pseudo-3D/top-down readable silhouette.",icon_weapon_common_wave_cannon,5,Gold,PlayerAndRangers,8,62,76,243.48,270.65,4,6,1,2,False,Disruptor,Energy,SelectedTarget,prefab_weapon_common_wave_cannon_projectile,False,0,0,False,Wave,1
weapon_common_wave_cannon_bronze_L06_01,Волновая пушка,"Широкая технологическая энергетическая волна cyan-white. Это не тонкий луч и не точечный снаряд: фронт энергии должен читаться как волновая атака цивилизации. IMG: PNG 512×512, transparent background, centered projectile/VFX sprite, pivot center, no text, no watermark, mobile-friendly, stylized sci-fi, pseudo-3D/top-down readable silhouette.",icon_weapon_common_wave_cannon,6,Bronze,PlayerAndRangers,11,51,63,219.29,244.29,6,8,2,4,False,Disruptor,Energy,SelectedTarget,prefab_weapon_common_wave_cannon_projectile,False,0,0,False,Wave,1
weapon_common_wave_cannon_silver_L06_01,Волновая пушка,"Широкая технологическая энергетическая волна cyan-white. Это не тонкий луч и не точечный снаряд: фронт энергии должен читаться как волновая атака цивилизации. IMG: PNG 512×512, transparent background, centered projectile/VFX sprite, pivot center, no text, no watermark, mobile-friendly, stylized sci-fi, pseudo-3D/top-down readable silhouette.",icon_weapon_common_wave_cannon,6,Silver,PlayerAndRangers,10,60,74,231.79,257.88,5,7,1,3,False,Disruptor,Energy,SelectedTarget,prefab_weapon_common_wave_cannon_projectile,False,0,0,False,Wave,1
weapon_common_wave_cannon_gold_L06_01,Волновая пушка,"Широкая технологическая энергетическая волна cyan-white. Это не тонкий луч и не точечный снаряд: фронт энергии должен читаться как волновая атака цивилизации. IMG: PNG 512×512, transparent background, centered projectile/VFX sprite, pivot center, no text, no watermark, mobile-friendly, stylized sci-fi, pseudo-3D/top-down readable silhouette.",icon_weapon_common_wave_cannon,6,Gold,PlayerAndRangers,9,69,85,246.74,274.18,4,6,1,2,False,Disruptor,Energy,SelectedTarget,prefab_weapon_common_wave_cannon_projectile,False,0,0,False,Wave,1
weapon_common_wave_cannon_bronze_L07_01,Волновая пушка,"Широкая технологическая энергетическая волна cyan-white. Это не тонкий луч и не точечный снаряд: фронт энергии должен читаться как волновая атака цивилизации. IMG: PNG 512×512, transparent background, centered projectile/VFX sprite, pivot center, no text, no watermark, mobile-friendly, stylized sci-fi, pseudo-3D/top-down readable silhouette.",icon_weapon_common_wave_cannon,7,Bronze,PlayerAndRangers,12,56,70,222.28,247.55,7,9,2,4,False,Disruptor,Energy,SelectedTarget,prefab_weapon_common_wave_cannon_projectile,False,0,0,False,Wave,1
weapon_common_wave_cannon_silver_L07_01,Волновая пушка,"Широкая технологическая энергетическая волна cyan-white. Это не тонкий луч и не точечный снаряд: фронт энергии должен читаться как волновая атака цивилизации. IMG: PNG 512×512, transparent background, centered projectile/VFX sprite, pivot center, no text, no watermark, mobile-friendly, stylized sci-fi, pseudo-3D/top-down readable silhouette.",icon_weapon_common_wave_cannon,7,Silver,PlayerAndRangers,11,66,82,234.78,261.41,6,8,1,3,False,Disruptor,Energy,SelectedTarget,prefab_weapon_common_wave_cannon_projectile,False,0,0,False,Wave,1
weapon_common_wave_cannon_gold_L07_01,Волновая пушка,"Широкая технологическая энергетическая волна cyan-white. Это не тонкий луч и не точечный снаряд: фронт энергии должен читаться как волновая атака цивилизации. IMG: PNG 512×512, transparent background, centered projectile/VFX sprite, pivot center, no text, no watermark, mobile-friendly, stylized sci-fi, pseudo-3D/top-down readable silhouette.",icon_weapon_common_wave_cannon,7,Gold,PlayerAndRangers,10,76,94,249.73,277.99,5,7,1,2,False,Disruptor,Energy,SelectedTarget,prefab_weapon_common_wave_cannon_projectile,False,0,0,False,Wave,1
weapon_common_wave_cannon_bronze_L08_01,Волновая пушка,"Широкая технологическая энергетическая волна cyan-white. Это не тонкий луч и не точечный снаряд: фронт энергии должен читаться как волновая атака цивилизации. IMG: PNG 512×512, transparent background, centered projectile/VFX sprite, pivot center, no text, no watermark, mobile-friendly, stylized sci-fi, pseudo-3D/top-down readable silhouette.",icon_weapon_common_wave_cannon,8,Bronze,PlayerAndRangers,13,61,76,225.27,250.54,7,9,2,4,False,Disruptor,Energy,SelectedTarget,prefab_weapon_common_wave_cannon_projectile,False,0,0,False,Wave,1
weapon_common_wave_cannon_silver_L08_01,Волновая пушка,"Широкая технологическая энергетическая волна cyan-white. Это не тонкий луч и не точечный снаряд: фронт энергии должен читаться как волновая атака цивилизации. IMG: PNG 512×512, transparent background, centered projectile/VFX sprite, pivot center, no text, no watermark, mobile-friendly, stylized sci-fi, pseudo-3D/top-down readable silhouette.",icon_weapon_common_wave_cannon,8,Silver,PlayerAndRangers,12,72,90,238.04,264.67,6,8,1,3,False,Disruptor,Energy,SelectedTarget,prefab_weapon_common_wave_cannon_projectile,False,0,0,False,Wave,1
weapon_common_wave_cannon_gold_L08_01,Волновая пушка,"Широкая технологическая энергетическая волна cyan-white. Это не тонкий луч и не точечный снаряд: фронт энергии должен читаться как волновая атака цивилизации. IMG: PNG 512×512, transparent background, centered projectile/VFX sprite, pivot center, no text, no watermark, mobile-friendly, stylized sci-fi, pseudo-3D/top-down readable silhouette.",icon_weapon_common_wave_cannon,8,Gold,PlayerAndRangers,11,83,103,253.26,281.52,5,7,1,2,False,Disruptor,Energy,SelectedTarget,prefab_weapon_common_wave_cannon_projectile,False,0,0,False,Wave,1
weapon_common_wave_cannon_bronze_L09_01,Волновая пушка,"Широкая технологическая энергетическая волна cyan-white. Это не тонкий луч и не точечный снаряд: фронт энергии должен читаться как волновая атака цивилизации. IMG: PNG 512×512, transparent background, centered projectile/VFX sprite, pivot center, no text, no watermark, mobile-friendly, stylized sci-fi, pseudo-3D/top-down readable silhouette.",icon_weapon_common_wave_cannon,9,Bronze,PlayerAndRangers,14,67,82,228.26,254.08,7,9,2,4,False,Disruptor,Energy,SelectedTarget,prefab_weapon_common_wave_cannon_projectile,False,0,0,False,Wave,1
weapon_common_wave_cannon_silver_L09_01,Волновая пушка,"Широкая технологическая энергетическая волна cyan-white. Это не тонкий луч и не точечный снаряд: фронт энергии должен читаться как волновая атака цивилизации. IMG: PNG 512×512, transparent background, centered projectile/VFX sprite, pivot center, no text, no watermark, mobile-friendly, stylized sci-fi, pseudo-3D/top-down readable silhouette.",icon_weapon_common_wave_cannon,9,Silver,PlayerAndRangers,13,79,97,241.03,268.21,6,8,1,3,False,Disruptor,Energy,SelectedTarget,prefab_weapon_common_wave_cannon_projectile,False,0,0,False,Wave,1
weapon_common_wave_cannon_gold_L09_01,Волновая пушка,"Широкая технологическая энергетическая волна cyan-white. Это не тонкий луч и не точечный снаряд: фронт энергии должен читаться как волновая атака цивилизации. IMG: PNG 512×512, transparent background, centered projectile/VFX sprite, pivot center, no text, no watermark, mobile-friendly, stylized sci-fi, pseudo-3D/top-down readable silhouette.",icon_weapon_common_wave_cannon,9,Gold,PlayerAndRangers,12,91,112,256.52,285.33,5,7,1,2,False,Disruptor,Energy,SelectedTarget,prefab_weapon_common_wave_cannon_projectile,False,0,0,False,Wave,1
weapon_common_wave_cannon_bronze_L10_01,Волновая пушка,"Широкая технологическая энергетическая волна cyan-white. Это не тонкий луч и не точечный снаряд: фронт энергии должен читаться как волновая атака цивилизации. IMG: PNG 512×512, transparent background, centered projectile/VFX sprite, pivot center, no text, no watermark, mobile-friendly, stylized sci-fi, pseudo-3D/top-down readable silhouette.",icon_weapon_common_wave_cannon,10,Bronze,PlayerAndRangers,15,72,89,231.25,257.07,8,10,2,4,False,Disruptor,Energy,SelectedTarget,prefab_weapon_common_wave_cannon_projectile,False,0,0,False,Wave,1
weapon_common_wave_cannon_silver_L10_01,Волновая пушка,"Широкая технологическая энергетическая волна cyan-white. Это не тонкий луч и не точечный снаряд: фронт энергии должен читаться как волновая атака цивилизации. IMG: PNG 512×512, transparent background, centered projectile/VFX sprite, pivot center, no text, no watermark, mobile-friendly, stylized sci-fi, pseudo-3D/top-down readable silhouette.",icon_weapon_common_wave_cannon,10,Silver,PlayerAndRangers,14,85,105,244.29,271.47,7,9,1,3,False,Disruptor,Energy,SelectedTarget,prefab_weapon_common_wave_cannon_projectile,False,0,0,False,Wave,1
weapon_common_wave_cannon_gold_L10_01,Волновая пушка,"Широкая технологическая энергетическая волна cyan-white. Это не тонкий луч и не точечный снаряд: фронт энергии должен читаться как волновая атака цивилизации. IMG: PNG 512×512, transparent background, centered projectile/VFX sprite, pivot center, no text, no watermark, mobile-friendly, stylized sci-fi, pseudo-3D/top-down readable silhouette.",icon_weapon_common_wave_cannon,10,Gold,PlayerAndRangers,13,98,121,259.78,288.59,6,8,1,2,False,Disruptor,Energy,SelectedTarget,prefab_weapon_common_wave_cannon_projectile,False,0,0,False,Wave,1
weapon_common_missile_bronze_L01_01,Ракетная установка,"Одна управляемая ракета с голубым двигателем и коротким хвостом. Медленная, но сильная. IMG: PNG 512×512, transparent background, centered projectile/VFX sprite, pivot center, no text, no watermark, mobile-friendly, stylized sci-fi, pseudo-3D/top-down readable silhouette.",icon_weapon_common_missile,1,Bronze,PlayerAndRangers,7,34,42,180.16,200.82,6,8,5,7,False,Missile,Explosive,SelectedTarget,prefab_weapon_common_missile_projectile,True,19,28,False,MissileSwarm,1
weapon_common_missile_silver_L01_01,Ракетная установка,"Одна управляемая ракета с голубым двигателем и коротким хвостом. Медленная, но сильная. IMG: PNG 512×512, transparent background, centered projectile/VFX sprite, pivot center, no text, no watermark, mobile-friendly, stylized sci-fi, pseudo-3D/top-down readable silhouette.",icon_weapon_common_missile,1,Silver,PlayerAndRangers,6,40,50,190.49,212.23,5,7,4,6,False,Missile,Explosive,SelectedTarget,prefab_weapon_common_missile_projectile,True,22,33,False,MissileSwarm,1
weapon_common_missile_gold_L01_01,Ракетная установка,"Одна управляемая ракета с голубым двигателем и коротким хвостом. Медленная, но сильная. IMG: PNG 512×512, transparent background, centered projectile/VFX sprite, pivot center, no text, no watermark, mobile-friendly, stylized sci-fi, pseudo-3D/top-down readable silhouette.",icon_weapon_common_missile,1,Gold,PlayerAndRangers,5,46,57,202.99,225.82,4,6,3,5,False,Missile,Explosive,SelectedTarget,prefab_weapon_common_missile_projectile,True,25,38,False,MissileSwarm,1
weapon_common_missile_bronze_L02_01,Ракетная установка,"Одна управляемая ракета с голубым двигателем и коротким хвостом. Медленная, но сильная. IMG: PNG 512×512, transparent background, centered projectile/VFX sprite, pivot center, no text, no watermark, mobile-friendly, stylized sci-fi, pseudo-3D/top-down readable silhouette.",icon_weapon_common_missile,2,Bronze,PlayerAndRangers,8,42,52,182.88,204.08,6,8,5,7,False,Missile,Explosive,SelectedTarget,prefab_weapon_common_missile_projectile,True,20,31,False,MissileSwarm,1
weapon_common_missile_silver_L02_01,Ракетная установка,"Одна управляемая ракета с голубым двигателем и коротким хвостом. Медленная, но сильная. IMG: PNG 512×512, transparent background, centered projectile/VFX sprite, pivot center, no text, no watermark, mobile-friendly, stylized sci-fi, pseudo-3D/top-down readable silhouette.",icon_weapon_common_missile,2,Silver,PlayerAndRangers,7,49,61,193.48,215.76,5,7,4,6,False,Missile,Explosive,SelectedTarget,prefab_weapon_common_missile_projectile,True,24,36,False,MissileSwarm,1
weapon_common_missile_gold_L02_01,Ракетная установка,"Одна управляемая ракета с голубым двигателем и коротким хвостом. Медленная, но сильная. IMG: PNG 512×512, transparent background, centered projectile/VFX sprite, pivot center, no text, no watermark, mobile-friendly, stylized sci-fi, pseudo-3D/top-down readable silhouette.",icon_weapon_common_missile,2,Gold,PlayerAndRangers,6,56,70,205.98,229.62,4,6,3,5,False,Missile,Explosive,SelectedTarget,prefab_weapon_common_missile_projectile,True,28,41,False,MissileSwarm,1
