id,displayName,description,level,groupKind,allyType,enemyFaction,strengthRank,strengthOrder,weaponOwner,weaponOwnerKey,variant,weaponCount,powerScore,tierPattern,familyPattern,weaponConfig01,weaponConfig02,weaponConfig03,weaponConfig04,weaponConfig05,actualWeaponCount,countCheck,strictLevelCheck,ownerCheck,referenceCheck,duplicateCheck,mixedTierCheck,allyOrderCheck,overallCheck,sourceBranch,sourceCsvPath,sourceNote
weapon_group_ally_ranger_L04_04,"Рейнджеры — уровень 4, вариант 4","Мобильные боевые группы рейнджеров: точность, дальность и умеренно высокий tier-mix. Strict-level: 4; weapon count: 2; primary focus: тяжёлый залп. Tier-mix intentionally avoids mono-tier groups when weaponCount > 1.",4,Ally,Ranger,,4,2 — after Military,PlayerAndRangers,common,4,2,408,Gold + Bronze,plasma + missile,weapon_common_plasma_gold_L04_01,weapon_common_missile_bronze_L04_01,,,,2,OK,OK,OK,OK,OK,OK,OK,OK,stage-2a-sprint-4-2026.08.03,Assets/_Project/Content/Configs/Weapons/STAR_FRONTIER_WeaponConfig_300_config_fields_RU_no_enemy_types_v0.9_cargo_rules.csv,common WeaponConfig IDs are reused by all ally types; difference is in WeaponGroupConfig composition.
weapon_group_ally_ranger_L04_05,"Рейнджеры — уровень 4, вариант 5","Мобильные боевые группы рейнджеров: точность, дальность и умеренно высокий tier-mix. Strict-level: 4; weapon count: 2; primary focus: ракетный удар. Tier-mix intentionally avoids mono-tier groups when weaponCount > 1.",4,Ally,Ranger,,4,2 — after Military,PlayerAndRangers,common,5,2,407,Gold + Bronze,missile + laser,weapon_common_missile_gold_L04_01,weapon_common_laser_bronze_L04_01,,,,2,OK,OK,OK,OK,OK,OK,OK,OK,stage-2a-sprint-4-2026.08.03,Assets/_Project/Content/Configs/Weapons/STAR_FRONTIER_WeaponConfig_300_config_fields_RU_no_enemy_types_v0.9_cargo_rules.csv,common WeaponConfig IDs are reused by all ally types; difference is in WeaponGroupConfig composition.
weapon_group_ally_ranger_L05_01,"Рейнджеры — уровень 5, вариант 1","Мобильные боевые группы рейнджеров: точность, дальность и умеренно высокий tier-mix. Strict-level: 5; weapon count: 3; primary focus: дальний бой. Tier-mix intentionally avoids mono-tier groups when weaponCount > 1.",5,Ally,Ranger,,4,2 — after Military,PlayerAndRangers,common,1,3,611,Gold + Silver + Bronze,railgun + missile + laser,weapon_common_railgun_gold_L05_01,weapon_common_missile_silver_L05_01,weapon_common_laser_bronze_L05_01,,,3,OK,OK,OK,OK,OK,OK,OK,OK,stage-2a-sprint-4-2026.08.03,Assets/_Project/Content/Configs/Weapons/STAR_FRONTIER_WeaponConfig_300_config_fields_RU_no_enemy_types_v0.9_cargo_rules.csv,common WeaponConfig IDs are reused by all ally types; difference is in WeaponGroupConfig composition.
weapon_group_ally_ranger_L05_02,"Рейнджеры — уровень 5, вариант 2","Мобильные боевые группы рейнджеров: точность, дальность и умеренно высокий tier-mix. Strict-level: 5; weapon count: 3; primary focus: ракетный удар. Tier-mix intentionally avoids mono-tier groups when weaponCount > 1.",5,Ally,Ranger,,4,2 — after Military,PlayerAndRangers,common,2,3,610,Gold + Silver + Bronze,missile + railgun + pulse,weapon_common_missile_gold_L05_01,weapon_common_railgun_silver_L05_01,weapon_common_pulse_bronze_L05_01,,,3,OK,OK,OK,OK,OK,OK,OK,OK,stage-2a-sprint-4-2026.08.03,Assets/_Project/Content/Configs/Weapons/STAR_FRONTIER_WeaponConfig_300_config_fields_RU_no_enemy_types_v0.9_cargo_rules.csv,common WeaponConfig IDs are reused by all ally types; difference is in WeaponGroupConfig composition.
weapon_group_ally_ranger_L05_03,"Рейнджеры — уровень 5, вариант 3","Мобильные боевые группы рейнджеров: точность, дальность и умеренно высокий tier-mix. Strict-level: 5; weapon count: 3; primary focus: дальний бой. Tier-mix intentionally avoids mono-tier groups when weaponCount > 1.",5,Ally,Ranger,,4,2 — after Military,PlayerAndRangers,common,3,3,611,Gold + Silver + Bronze,railgun + laser + missile,weapon_common_railgun_gold_L05_01,weapon_common_laser_silver_L05_01,weapon_common_missile_bronze_L05_01,,,3,OK,OK,OK,OK,OK,OK,OK,OK,stage-2a-sprint-4-2026.08.03,Assets/_Project/Content/Configs/Weapons/STAR_FRONTIER_WeaponConfig_300_config_fields_RU_no_enemy_types_v0.9_cargo_rules.csv,common WeaponConfig IDs are reused by all ally types; difference is in WeaponGroupConfig composition.
weapon_group_ally_ranger_L05_04,"Рейнджеры — уровень 5, вариант 4","Мобильные боевые группы рейнджеров: точность, дальность и умеренно высокий tier-mix. Strict-level: 5; weapon count: 3; primary focus: тяжёлый залп. Tier-mix intentionally avoids mono-tier groups when weaponCount > 1.",5,Ally,Ranger,,4,2 — after Military,PlayerAndRangers,common,4,3,610,Gold + Silver + Bronze,plasma + missile + laser,weapon_common_plasma_gold_L05_01,weapon_common_missile_silver_L05_01,weapon_common_laser_bronze_L05_01,,,3,OK,OK,OK,OK,OK,OK,OK,OK,stage-2a-sprint-4-2026.08.03,Assets/_Project/Content/Configs/Weapons/STAR_FRONTIER_WeaponConfig_300_config_fields_RU_no_enemy_types_v0.9_cargo_rules.csv,common WeaponConfig IDs are reused by all ally types; difference is in WeaponGroupConfig composition.
weapon_group_ally_ranger_L05_05,"Рейнджеры — уровень 5, вариант 5","Мобильные боевые группы рейнджеров: точность, дальность и умеренно высокий tier-mix. Strict-level: 5; weapon count: 3; primary focus: ракетный удар. Tier-mix intentionally avoids mono-tier groups when weaponCount > 1.",5,Ally,Ranger,,4,2 — after Military,PlayerAndRangers,common,5,3,611,Gold + Silver + Bronze,missile + laser + railgun,weapon_common_missile_gold_L05_01,weapon_common_laser_silver_L05_01,weapon_common_railgun_bronze_L05_01,,,3,OK,OK,OK,OK,OK,OK,OK,OK,stage-2a-sprint-4-2026.08.03,Assets/_Project/Content/Configs/Weapons/STAR_FRONTIER_WeaponConfig_300_config_fields_RU_no_enemy_types_v0.9_cargo_rules.csv,common WeaponConfig IDs are reused by all ally types; difference is in WeaponGroupConfig composition.
weapon_group_ally_ranger_L06_01,"Рейнджеры — уровень 6, вариант 1","Мобильные боевые группы рейнджеров: точность, дальность и умеренно высокий tier-mix. Strict-level: 6; weapon count: 3; primary focus: дальний бой. Tier-mix intentionally avoids mono-tier groups when weaponCount > 1.",6,Ally,Ranger,,4,2 — after Military,PlayerAndRangers,common,1,3,611,Gold + Silver + Bronze,railgun + missile + laser,weapon_common_railgun_gold_L06_01,weapon_common_missile_silver_L06_01,weapon_common_laser_bronze_L06_01,,,3,OK,OK,OK,OK,OK,OK,OK,OK,stage-2a-sprint-4-2026.08.03,Assets/_Project/Content/Configs/Weapons/STAR_FRONTIER_WeaponConfig_300_config_fields_RU_no_enemy_types_v0.9_cargo_rules.csv,common WeaponConfig IDs are reused by all ally types; difference is in WeaponGroupConfig composition.
weapon_group_ally_ranger_L06_02,"Рейнджеры — уровень 6, вариант 2","Мобильные боевые группы рейнджеров: точность, дальность и умеренно высокий tier-mix. Strict-level: 6; weapon count: 3; primary focus: ракетный удар. Tier-mix intentionally avoids mono-tier groups when weaponCount > 1.",6,Ally,Ranger,,4,2 — after Military,PlayerAndRangers,common,2,3,610,Gold + Silver + Bronze,missile + railgun + pulse,weapon_common_missile_gold_L06_01,weapon_common_railgun_silver_L06_01,weapon_common_pulse_bronze_L06_01,,,3,OK,OK,OK,OK,OK,OK,OK,OK,stage-2a-sprint-4-2026.08.03,Assets/_Project/Content/Configs/Weapons/STAR_FRONTIER_WeaponConfig_300_config_fields_RU_no_enemy_types_v0.9_cargo_rules.csv,common WeaponConfig IDs are reused by all ally types; difference is in WeaponGroupConfig composition.
weapon_group_ally_ranger_L06_03,"Рейнджеры — уровень 6, вариант 3","Мобильные боевые группы рейнджеров: точность, дальность и умеренно высокий tier-mix. Strict-level: 6; weapon count: 3; primary focus: дальний бой. Tier-mix intentionally avoids mono-tier groups when weaponCount > 1.",6,Ally,Ranger,,4,2 — after Military,PlayerAndRangers,common,3,3,611,Gold + Silver + Bronze,railgun + laser + missile,weapon_common_railgun_gold_L06_01,weapon_common_laser_silver_L06_01,weapon_common_missile_bronze_L06_01,,,3,OK,OK,OK,OK,OK,OK,OK,OK,stage-2a-sprint-4-2026.08.03,Assets/_Project/Content/Configs/Weapons/STAR_FRONTIER_WeaponConfig_300_config_fields_RU_no_enemy_types_v0.9_cargo_rules.csv,common WeaponConfig IDs are reused by all ally types; difference is in WeaponGroupConfig composition.
weapon_group_ally_ranger_L06_04,"Рейнджеры — уровень 6, вариант 4","Мобильные боевые группы рейнджеров: точность, дальность и умеренно высокий tier-mix. Strict-level: 6; weapon count: 3; primary focus: тяжёлый залп. Tier-mix intentionally avoids mono-tier groups when weaponCount > 1.",6,Ally,Ranger,,4,2 — after Military,PlayerAndRangers,common,4,3,610,Gold + Silver + Bronze,plasma + missile + laser,weapon_common_plasma_gold_L06_01,weapon_common_missile_silver_L06_01,weapon_common_laser_bronze_L06_01,,,3,OK,OK,OK,OK,OK,OK,OK,OK,stage-2a-sprint-4-2026.08.03,Assets/_Project/Content/Configs/Weapons/STAR_FRONTIER_WeaponConfig_300_config_fields_RU_no_enemy_types_v0.9_cargo_rules.csv,common WeaponConfig IDs are reused by all ally types; difference is in WeaponGroupConfig composition.
weapon_group_ally_ranger_L06_05,"Рейнджеры — уровень 6, вариант 5","Мобильные боевые группы рейнджеров: точность, дальность и умеренно высокий tier-mix. Strict-level: 6; weapon count: 3; primary focus: ракетный удар. Tier-mix intentionally avoids mono-tier groups when weaponCount > 1.",6,Ally,Ranger,,4,2 — after Military,PlayerAndRangers,common,5,3,611,Gold + Silver + Bronze,missile + laser + railgun,weapon_common_missile_gold_L06_01,weapon_common_laser_silver_L06_01,weapon_common_railgun_bronze_L06_01,,,3,OK,OK,OK,OK,OK,OK,OK,OK,stage-2a-sprint-4-2026.08.03,Assets/_Project/Content/Configs/Weapons/STAR_FRONTIER_WeaponConfig_300_config_fields_RU_no_enemy_types_v0.9_cargo_rules.csv,common WeaponConfig IDs are reused by all ally types; difference is in WeaponGroupConfig composition.
weapon_group_ally_ranger_L07_01,"Рейнджеры — уровень 7, вариант 1","Мобильные боевые группы рейнджеров: точность, дальность и умеренно высокий tier-mix. Strict-level: 7; weapon count: 4; primary focus: дальний бой. Tier-mix intentionally avoids mono-tier groups when weaponCount > 1.",7,Ally,Ranger,,4,2 — after Military,PlayerAndRangers,common,1,4,814,Gold + Silver + Bronze + Silver,railgun + missile + laser + plasma,weapon_common_railgun_gold_L07_01,weapon_common_missile_silver_L07_01,weapon_common_laser_bronze_L07_01,weapon_common_plasma_silver_L07_01,,4,OK,OK,OK,OK,OK,OK,OK,OK,stage-2a-sprint-4-2026.08.03,Assets/_Project/Content/Configs/Weapons/STAR_FRONTIER_WeaponConfig_300_config_fields_RU_no_enemy_types_v0.9_cargo_rules.csv,common WeaponConfig IDs are reused by all ally types; difference is in WeaponGroupConfig composition.
weapon_group_ally_ranger_L07_02,"Рейнджеры — уровень 7, вариант 2","Мобильные боевые группы рейнджеров: точность, дальность и умеренно высокий tier-mix. Strict-level: 7; weapon count: 4; primary focus: ракетный удар. Tier-mix intentionally avoids mono-tier groups when weaponCount > 1.",7,Ally,Ranger,,4,2 — after Military,PlayerAndRangers,common,2,4,812,Gold + Silver + Bronze + Silver,missile + railgun + pulse + laser,weapon_common_missile_gold_L07_01,weapon_common_railgun_silver_L07_01,weapon_common_pulse_bronze_L07_01,weapon_common_laser_silver_L07_01,,4,OK,OK,OK,OK,OK,OK,OK,OK,stage-2a-sprint-4-2026.08.03,Assets/_Project/Content/Configs/Weapons/STAR_FRONTIER_WeaponConfig_300_config_fields_RU_no_enemy_types_v0.9_cargo_rules.csv,common WeaponConfig IDs are reused by all ally types; difference is in WeaponGroupConfig composition.
weapon_group_ally_ranger_L07_03,"Рейнджеры — уровень 7, вариант 3","Мобильные боевые группы рейнджеров: точность, дальность и умеренно высокий tier-mix. Strict-level: 7; weapon count: 4; primary focus: дальний бой. Tier-mix intentionally avoids mono-tier groups when weaponCount > 1.",7,Ally,Ranger,,4,2 — after Military,PlayerAndRangers,common,3,4,812,Gold + Silver + Bronze + Silver,railgun + laser + missile + pulse,weapon_common_railgun_gold_L07_01,weapon_common_laser_silver_L07_01,weapon_common_missile_bronze_L07_01,weapon_common_pulse_silver_L07_01,,4,OK,OK,OK,OK,OK,OK,OK,OK,stage-2a-sprint-4-2026.08.03,Assets/_Project/Content/Configs/Weapons/STAR_FRONTIER_WeaponConfig_300_config_fields_RU_no_enemy_types_v0.9_cargo_rules.csv,common WeaponConfig IDs are reused by all ally types; difference is in WeaponGroupConfig composition.
weapon_group_ally_ranger_L07_04,"Рейнджеры — уровень 7, вариант 4","Мобильные боевые группы рейнджеров: точность, дальность и умеренно высокий tier-mix. Strict-level: 7; weapon count: 4; primary focus: тяжёлый залп. Tier-mix intentionally avoids mono-tier groups when weaponCount > 1.",7,Ally,Ranger,,4,2 — after Military,PlayerAndRangers,common,4,4,814,Gold + Silver + Bronze + Silver,plasma + missile + laser + railgun,weapon_common_plasma_gold_L07_01,weapon_common_missile_silver_L07_01,weapon_common_laser_bronze_L07_01,weapon_common_railgun_silver_L07_01,,4,OK,OK,OK,OK,OK,OK,OK,OK,stage-2a-sprint-4-2026.08.03,Assets/_Project/Content/Configs/Weapons/STAR_FRONTIER_WeaponConfig_300_config_fields_RU_no_enemy_types_v0.9_cargo_rules.csv,common WeaponConfig IDs are reused by all ally types; difference is in WeaponGroupConfig composition.
weapon_group_ally_ranger_L07_05,"Рейнджеры — уровень 7, вариант 5","Мобильные боевые группы рейнджеров: точность, дальность и умеренно высокий tier-mix. Strict-level: 7; weapon count: 4; primary focus: ракетный удар. Tier-mix intentionally avoids mono-tier groups when weaponCount > 1.",7,Ally,Ranger,,4,2 — after Military,PlayerAndRangers,common,5,4,812,Gold + Silver + Bronze + Silver,missile + laser + railgun + pulse,weapon_common_missile_gold_L07_01,weapon_common_laser_silver_L07_01,weapon_common_railgun_bronze_L07_01,weapon_common_pulse_silver_L07_01,,4,OK,OK,OK,OK,OK,OK,OK,OK,stage-2a-sprint-4-2026.08.03,Assets/_Project/Content/Configs/Weapons/STAR_FRONTIER_WeaponConfig_300_config_fields_RU_no_enemy_types_v0.9_cargo_rules.csv,common WeaponConfig IDs are reused by all ally types; difference is in WeaponGroupConfig composition.
weapon_group_ally_ranger_L08_01,"Рейнджеры — уровень 8, вариант 1","Мобильные боевые группы рейнджеров: точность, дальность и умеренно высокий tier-mix. Strict-level: 8; weapon count: 4; primary focus: дальний бой. Tier-mix intentionally avoids mono-tier groups when weaponCount > 1.",8,Ally,Ranger,,4,2 — after Military,PlayerAndRangers,common,1,4,814,Gold + Silver + Bronze + Silver,railgun + missile + laser + plasma,weapon_common_railgun_gold_L08_01,weapon_common_missile_silver_L08_01,weapon_common_laser_bronze_L08_01,weapon_common_plasma_silver_L08_01,,4,OK,OK,OK,OK,OK,OK,OK,OK,stage-2a-sprint-4-2026.08.03,Assets/_Project/Content/Configs/Weapons/STAR_FRONTIER_WeaponConfig_300_config_fields_RU_no_enemy_types_v0.9_cargo_rules.csv,common WeaponConfig IDs are reused by all ally types; difference is in WeaponGroupConfig composition.
weapon_group_ally_ranger_L08_02,"Рейнджеры — уровень 8, вариант 2","Мобильные боевые группы рейнджеров: точность, дальность и умеренно высокий tier-mix. Strict-level: 8; weapon count: 4; primary focus: ракетный удар. Tier-mix intentionally avoids mono-tier groups when weaponCount > 1.",8,Ally,Ranger,,4,2 — after Military,PlayerAndRangers,common,2,4,812,Gold + Silver + Bronze + Silver,missile + railgun + pulse + laser,weapon_common_missile_gold_L08_01,weapon_common_railgun_silver_L08_01,weapon_common_pulse_bronze_L08_01,weapon_common_laser_silver_L08_01,,4,OK,OK,OK,OK,OK,OK,OK,OK,stage-2a-sprint-4-2026.08.03,Assets/_Project/Content/Configs/Weapons/STAR_FRONTIER_WeaponConfig_300_config_fields_RU_no_enemy_types_v0.9_cargo_rules.csv,common WeaponConfig IDs are reused by all ally types; difference is in WeaponGroupConfig composition.
weapon_group_ally_ranger_L08_03,"Рейнджеры — уровень 8, вариант 3","Мобильные боевые группы рейнджеров: точность, дальность и умеренно высокий tier-mix. Strict-level: 8; weapon count: 4; primary focus: дальний бой. Tier-mix intentionally avoids mono-tier groups when weaponCount > 1.",8,Ally,Ranger,,4,2 — after Military,PlayerAndRangers,common,3,4,812,Gold + Silver + Bronze + Silver,railgun + laser + missile + pulse,weapon_common_railgun_gold_L08_01,weapon_common_laser_silver_L08_01,weapon_common_missile_bronze_L08_01,weapon_common_pulse_silver_L08_01,,4,OK,OK,OK,OK,OK,OK,OK,OK,stage-2a-sprint-4-2026.08.03,Assets/_Project/Content/Configs/Weapons/STAR_FRONTIER_WeaponConfig_300_config_fields_RU_no_enemy_types_v0.9_cargo_rules.csv,common WeaponConfig IDs are reused by all ally types; difference is in WeaponGroupConfig composition.
weapon_group_ally_ranger_L08_04,"Рейнджеры — уровень 8, вариант 4","Мобильные боевые группы рейнджеров: точность, дальность и умеренно высокий tier-mix. Strict-level: 8; weapon count: 4; primary focus: тяжёлый залп. Tier-mix intentionally avoids mono-tier groups when weaponCount > 1.",8,Ally,Ranger,,4,2 — after Military,PlayerAndRangers,common,4,4,814,Gold + Silver + Bronze + Silver,plasma + missile + laser + railgun,weapon_common_plasma_gold_L08_01,weapon_common_missile_silver_L08_01,weapon_common_laser_bronze_L08_01,weapon_common_railgun_silver_L08_01,,4,OK,OK,OK,OK,OK,OK,OK,OK,stage-2a-sprint-4-2026.08.03,Assets/_Project/Content/Configs/Weapons/STAR_FRONTIER_WeaponConfig_300_config_fields_RU_no_enemy_types_v0.9_cargo_rules.csv,common WeaponConfig IDs are reused by all ally types; difference is in WeaponGroupConfig composition.
weapon_group_ally_ranger_L08_05,"Рейнджеры — уровень 8, вариант 5","Мобильные боевые группы рейнджеров: точность, дальность и умеренно высокий tier-mix. Strict-level: 8; weapon count: 4; primary focus: ракетный удар. Tier-mix intentionally avoids mono-tier groups when weaponCount > 1.",8,Ally,Ranger,,4,2 — after Military,PlayerAndRangers,common,5,4,812,Gold + Silver + Bronze + Silver,missile + laser + railgun + pulse,weapon_common_missile_gold_L08_01,weapon_common_laser_silver_L08_01,weapon_common_railgun_bronze_L08_01,weapon_common_pulse_silver_L08_01,,4,OK,OK,OK,OK,OK,OK,OK,OK,stage-2a-sprint-4-2026.08.03,Assets/_Project/Content/Configs/Weapons/STAR_FRONTIER_WeaponConfig_300_config_fields_RU_no_enemy_types_v0.9_cargo_rules.csv,common WeaponConfig IDs are reused by all ally types; difference is in WeaponGroupConfig composition.
weapon_group_ally_ranger_L09_01,"Рейнджеры — уровень 9, вариант 1","Мобильные боевые группы рейнджеров: точность, дальность и умеренно высокий tier-mix. Strict-level: 9; weapon count: 5; primary focus: дальний бой. Tier-mix intentionally avoids mono-tier groups when weaponCount > 1.",9,Ally,Ranger,,4,2 — after Military,PlayerAndRangers,common,1,5,915,Gold + Silver + Bronze + Silver + Bronze,railgun + missile + laser + plasma + pulse,weapon_common_railgun_gold_L09_01,weapon_common_missile_silver_L09_01,weapon_common_laser_bronze_L09_01,weapon_common_plasma_silver_L09_01,weapon_common_pulse_bronze_L09_01,5,OK,OK,OK,OK,OK,OK,OK,OK,stage-2a-sprint-4-2026.08.03,Assets/_Project/Content/Configs/Weapons/STAR_FRONTIER_WeaponConfig_300_config_fields_RU_no_enemy_types_v0.9_cargo_rules.csv,common WeaponConfig IDs are reused by all ally types; difference is in WeaponGroupConfig composition.
weapon_group_ally_ranger_L09_02,"Рейнджеры — уровень 9, вариант 2","Мобильные боевые группы рейнджеров: точность, дальность и умеренно высокий tier-mix. Strict-level: 9; weapon count: 5; primary focus: ракетный удар. Tier-mix intentionally avoids mono-tier groups when weaponCount > 1.",9,Ally,Ranger,,4,2 — after Military,PlayerAndRangers,common,2,5,915,Gold + Silver + Bronze + Silver + Bronze,missile + railgun + pulse + laser + plasma,weapon_common_missile_gold_L09_01,weapon_common_railgun_silver_L09_01,weapon_common_pulse_bronze_L09_01,weapon_common_laser_silver_L09_01,weapon_common_plasma_bronze_L09_01,5,OK,OK,OK,OK,OK,OK,OK,OK,stage-2a-sprint-4-2026.08.03,Assets/_Project/Content/Configs/Weapons/STAR_FRONTIER_WeaponConfig_300_config_fields_RU_no_enemy_types_v0.9_cargo_rules.csv,common WeaponConfig IDs are reused by all ally types; difference is in WeaponGroupConfig composition.
weapon_group_ally_ranger_L09_03,"Рейнджеры — уровень 9, вариант 3","Мобильные боевые группы рейнджеров: точность, дальность и умеренно высокий tier-mix. Strict-level: 9; weapon count: 5; primary focus: дальний бой. Tier-mix intentionally avoids mono-tier groups when weaponCount > 1.",9,Ally,Ranger,,4,2 — after Military,PlayerAndRangers,common,3,5,915,Gold + Silver + Bronze + Silver + Bronze,railgun + laser + missile + pulse + plasma,weapon_common_railgun_gold_L09_01,weapon_common_laser_silver_L09_01,weapon_common_missile_bronze_L09_01,weapon_common_pulse_silver_L09_01,weapon_common_plasma_bronze_L09_01,5,OK,OK,OK,OK,OK,OK,OK,OK,stage-2a-sprint-4-2026.08.03,Assets/_Project/Content/Configs/Weapons/STAR_FRONTIER_WeaponConfig_300_config_fields_RU_no_enemy_types_v0.9_cargo_rules.csv,common WeaponConfig IDs are reused by all ally types; difference is in WeaponGroupConfig composition.
weapon_group_ally_ranger_L09_04,"Рейнджеры — уровень 9, вариант 4","Мобильные боевые группы рейнджеров: точность, дальность и умеренно высокий tier-mix. Strict-level: 9; weapon count: 5; primary focus: тяжёлый залп. Tier-mix intentionally avoids mono-tier groups when weaponCount > 1.",9,Ally,Ranger,,4,2 — after Military,PlayerAndRangers,common,4,5,915,Gold + Silver + Bronze + Silver + Bronze,plasma + missile + laser + railgun + pulse,weapon_common_plasma_gold_L09_01,weapon_common_missile_silver_L09_01,weapon_common_laser_bronze_L09_01,weapon_common_railgun_silver_L09_01,weapon_common_pulse_bronze_L09_01,5,OK,OK,OK,OK,OK,OK,OK,OK,stage-2a-sprint-4-2026.08.03,Assets/_Project/Content/Configs/Weapons/STAR_FRONTIER_WeaponConfig_300_config_fields_RU_no_enemy_types_v0.9_cargo_rules.csv,common WeaponConfig IDs are reused by all ally types; difference is in WeaponGroupConfig composition.
weapon_group_ally_ranger_L09_05,"Рейнджеры — уровень 9, вариант 5","Мобильные боевые группы рейнджеров: точность, дальность и умеренно высокий tier-mix. Strict-level: 9; weapon count: 5; primary focus: ракетный удар. Tier-mix intentionally avoids mono-tier groups when weaponCount > 1.",9,Ally,Ranger,,4,2 — after Military,PlayerAndRangers,common,5,5,915,Gold + Silver + Bronze + Silver + Bronze,missile + laser + railgun + pulse + plasma,weapon_common_missile_gold_L09_01,weapon_common_laser_silver_L09_01,weapon_common_railgun_bronze_L09_01,weapon_common_pulse_silver_L09_01,weapon_common_plasma_bronze_L09_01,5,OK,OK,OK,OK,OK,OK,OK,OK,stage-2a-sprint-4-2026.08.03,Assets/_Project/Content/Configs/Weapons/STAR_FRONTIER_WeaponConfig_300_config_fields_RU_no_enemy_types_v0.9_cargo_rules.csv,common WeaponConfig IDs are reused by all ally types; difference is in WeaponGroupConfig composition.
weapon_group_ally_ranger_L10_01,"Рейнджеры — уровень 10, вариант 1","Мобильные боевые группы рейнджеров: точность, дальность и умеренно высокий tier-mix. Strict-level: 10; weapon count: 5; primary focus: дальний бой. Tier-mix intentionally avoids mono-tier groups when weaponCount > 1.",10,Ally,Ranger,,4,2 — after Military,PlayerAndRangers,common,1,5,915,Gold + Silver + Bronze + Silver + Bronze,railgun + missile + laser + plasma + pulse,weapon_common_railgun_gold_L10_01,weapon_common_missile_silver_L10_01,weapon_common_laser_bronze_L10_01,weapon_common_plasma_silver_L10_01,weapon_common_pulse_bronze_L10_01,5,OK,OK,OK,OK,OK,OK,OK,OK,stage-2a-sprint-4-2026.08.03,Assets/_Project/Content/Configs/Weapons/STAR_FRONTIER_WeaponConfig_300_config_fields_RU_no_enemy_types_v0.9_cargo_rules.csv,common WeaponConfig IDs are reused by all ally types; difference is in WeaponGroupConfig composition.
weapon_group_ally_ranger_L10_02,"Рейнджеры — уровень 10, вариант 2","Мобильные боевые группы рейнджеров: точность, дальность и умеренно высокий tier-mix. Strict-level: 10; weapon count: 5; primary focus: ракетный удар. Tier-mix intentionally avoids mono-tier groups when weaponCount > 1.",10,Ally,Ranger,,4,2 — after Military,PlayerAndRangers,common,2,5,915,Gold + Silver + Bronze + Silver + Bronze,missile + railgun + pulse + laser + plasma,weapon_common_missile_gold_L10_01,weapon_common_railgun_silver_L10_01,weapon_common_pulse_bronze_L10_01,weapon_common_laser_silver_L10_01,weapon_common_plasma_bronze_L10_01,5,OK,OK,OK,OK,OK,OK,OK,OK,stage-2a-sprint-4-2026.08.03,Assets/_Project/Content/Configs/Weapons/STAR_FRONTIER_WeaponConfig_300_config_fields_RU_no_enemy_types_v0.9_cargo_rules.csv,common WeaponConfig IDs are reused by all ally types; difference is in WeaponGroupConfig composition.
weapon_group_ally_ranger_L10_03,"Рейнджеры — уровень 10, вариант 3","Мобильные боевые группы рейнджеров: точность, дальность и умеренно высокий tier-mix. Strict-level: 10; weapon count: 5; primary focus: дальний бой. Tier-mix intentionally avoids mono-tier groups when weaponCount > 1.",10,Ally,Ranger,,4,2 — after Military,PlayerAndRangers,common,3,5,915,Gold + Silver + Bronze + Silver + Bronze,railgun + laser + missile + pulse + plasma,weapon_common_railgun_gold_L10_01,weapon_common_laser_silver_L10_01,weapon_common_missile_bronze_L10_01,weapon_common_pulse_silver_L10_01,weapon_common_plasma_bronze_L10_01,5,OK,OK,OK,OK,OK,OK,OK,OK,stage-2a-sprint-4-2026.08.03,Assets/_Project/Content/Configs/Weapons/STAR_FRONTIER_WeaponConfig_300_config_fields_RU_no_enemy_types_v0.9_cargo_rules.csv,common WeaponConfig IDs are reused by all ally types; difference is in WeaponGroupConfig composition.
weapon_group_ally_ranger_L10_04,"Рейнджеры — уровень 10, вариант 4","Мобильные боевые группы рейнджеров: точность, дальность и умеренно высокий tier-mix. Strict-level: 10; weapon count: 5; primary focus: тяжёлый залп. Tier-mix intentionally avoids mono-tier groups when weaponCount > 1.",10,Ally,Ranger,,4,2 — after Military,PlayerAndRangers,common,4,5,915,Gold + Silver + Bronze + Silver + Bronze,plasma + missile + laser + railgun + pulse,weapon_common_plasma_gold_L10_01,weapon_common_missile_silver_L10_01,weapon_common_laser_bronze_L10_01,weapon_common_railgun_silver_L10_01,weapon_common_pulse_bronze_L10_01,5,OK,OK,OK,OK,OK,OK,OK,OK,stage-2a-sprint-4-2026.08.03,Assets/_Project/Content/Configs/Weapons/STAR_FRONTIER_WeaponConfig_300_config_fields_RU_no_enemy_types_v0.9_cargo_rules.csv,common WeaponConfig IDs are reused by all ally types; difference is in WeaponGroupConfig composition.
weapon_group_ally_ranger_L10_05,"Рейнджеры — уровень 10, вариант 5","Мобильные боевые группы рейнджеров: точность, дальность и умеренно высокий tier-mix. Strict-level: 10; weapon count: 5; primary focus: ракетный удар. Tier-mix intentionally avoids mono-tier groups when weaponCount > 1.",10,Ally,Ranger,,4,2 — after Military,PlayerAndRangers,common,5,5,915,Gold + Silver + Bronze + Silver + Bronze,missile + laser + railgun + pulse + plasma,weapon_common_missile_gold_L10_01,weapon_common_laser_silver_L10_01,weapon_common_railgun_bronze_L10_01,weapon_common_pulse_silver_L10_01,weapon_common_plasma_bronze_L10_01,5,OK,OK,OK,OK,OK,OK,OK,OK,stage-2a-sprint-4-2026.08.03,Assets/_Project/Content/Configs/Weapons/STAR_FRONTIER_WeaponConfig_300_config_fields_RU_no_enemy_types_v0.9_cargo_rules.csv,common WeaponConfig IDs are reused by all ally types; difference is in WeaponGroupConfig composition.
